date,instrument,weight,entry_date,entry_price,holding_days,highest_close_since_entry,unrealized_return
2025-02-07,SH688577,0.05,2025-01-27,1.0472774505615234,3,1.1040104627609253,0.020236647998907342
2025-02-07,SZ300354,0.05,2025-01-27,4.692609786987305,3,4.975008964538574,0.032638473116260336
2025-02-07,SZ301248,0.05,2025-02-05,0.6795321702957153,2,0.6795321702957153,-0.022719478121350556
2025-02-07,SZ300984,0.05,2025-02-05,1.737704873085022,2,1.8367706537246704,0.05700955448422773
2025-02-07,SZ002892,0.05,2025-02-05,4.7378411293029785,2,5.122578144073486,0.07002172811862506
2025-02-07,SZ300412,0.05,2025-02-05,2.1889684200286865,2,2.218590497970581,0.005832898295745403
2025-02-07,SH600191,0.05,2025-02-05,1.5480480194091797,2,1.697447419166565,0.09650824643954148
2025-02-07,SZ002757,0.05,2025-02-06,2.550187826156616,1,2.676865339279175,0.049673797287894006
2025-02-07,SZ000856,0.05,2025-02-06,2.5318126678466797,1,2.5318126678466797,-0.039355159978273324
2025-02-07,SZ301061,0.05,2025-02-06,2.031456708908081,1,2.0737085342407227,0.02079878205002572
2025-02-07,SZ301280,0.05,2025-02-06,1.3492988348007202,1,1.3492988348007202,-0.01376699294859618
2025-02-07,SZ002862,0.05,2025-02-07,3.3550994396209717,0,3.3550994396209717,0.0
2025-02-07,SZ002718,0.05,2025-02-07,1.061957836151123,0,1.061957836151123,0.0
2025-02-07,SZ002729,0.05,2025-02-07,2.413652181625366,0,2.413652181625366,0.0
2025-02-07,SZ300488,0.05,2025-02-07,2.9357733726501465,0,2.9357733726501465,0.0
2025-02-07,SZ300448,0.05,2025-02-07,2.63808274269104,0,2.63808274269104,0.0
2025-02-10,SZ300403,0.05,2025-01-27,2.6678662300109863,4,3.0518171787261963,0.12435930730746692
2025-02-10,SZ002553,0.05,2025-01-27,2.7440381050109863,4,2.951510429382324,0.07213208761934875
2025-02-10,SH603045,0.05,2025-01-27,1.5748201608657837,4,1.6021583080291748,0.016445872158681762
2025-02-10,SZ300421,0.05,2025-01-27,2.5467679500579834,4,2.735361099243164,0.047476862537527253
2025-02-10,SH688577,0.05,2025-01-27,1.0472774505615234,4,1.1040104627609253,0.037671197013158464
2025-02-10,SZ301248,0.05,2025-02-05,0.6795321702957153,3,0.6921637654304504,0.018588663917468606
2025-02-10,SZ300984,0.05,2025-02-05,1.737704873085022,3,2.0735061168670654,0.1932441169862642
2025-02-10,SZ002892,0.05,2025-02-05,4.7378411293029785,3,5.122578144073486,0.05533298047408142
2025-02-10,SZ300412,0.05,2025-02-05,2.1889684200286865,3,2.2517874240875244,0.028697994673680505
2025-02-10,SH600191,0.05,2025-02-05,1.5480480194091797,3,1.697447419166565,0.0790494786372491
2025-02-10,SZ002757,0.05,2025-02-06,2.550187826156616,2,2.6870639324188232,0.05367295101102143
2025-02-10,SZ000856,0.05,2025-02-06,2.5318126678466797,2,2.675870418548584,0.056899055973373525
2025-02-10,SZ301280,0.05,2025-02-06,1.3492988348007202,2,1.3492988348007202,-0.0010797139151278445
2025-02-10,SZ002729,0.05,2025-02-07,2.413652181625366,1,2.5215868949890137,0.044718420568353734
2025-02-10,SZ300553,0.05,2025-02-10,2.222879648208618,0,2.222879648208618,0.0
2025-02-10,SZ300547,0.05,2025-02-10,3.7460668087005615,0,3.7460668087005615,0.0
2025-02-10,SZ300731,0.05,2025-02-10,1.8914525508880615,0,1.8914525508880615,0.0
2025-02-10,SZ301191,0.05,2025-02-10,1.4537880420684814,0,1.4537880420684814,0.0
2025-02-10,SH600261,0.05,2025-02-10,4.586945056915283,0,4.586945056915283,0.0
2025-02-10,SH605488,0.05,2025-02-10,1.8266485929489136,0,1.8266485929489136,0.0
2025-02-11,SZ002553,0.05,2025-01-27,2.7440381050109863,5,2.951510429382324,0.048088116336919784
2025-02-11,SH603045,0.05,2025-01-27,1.5748201608657837,5,1.6539568901062012,0.050251280245809715
2025-02-11,SZ301248,0.05,2025-02-05,0.6795321702957153,4,0.6938011646270752,0.020998261679282093
2025-02-11,SH600191,0.05,2025-02-05,1.5480480194091797,4,1.697447419166565,0.03346265753927624
2025-02-11,SZ002757,0.05,2025-02-06,2.550187826156616,3,2.6870639324188232,0.020837744920819468
2025-02-11,SZ000856,0.05,2025-02-06,2.5318126678466797,3,2.675870418548584,0.024182065829490673
2025-02-11,SZ002729,0.05,2025-02-07,2.413652181625366,2,2.549591541290283,0.056321022846537394
2025-02-11,SZ300553,0.05,2025-02-10,2.222879648208618,1,2.222879648208618,-0.02373557036340579
2025-02-11,SZ300731,0.05,2025-02-10,1.8914525508880615,1,1.8914525508880615,-0.02217909333625101
2025-02-11,SZ301191,0.05,2025-02-10,1.4537880420684814,1,1.4537880420684814,-0.01604648298543576
2025-02-11,SH600261,0.05,2025-02-10,4.586945056915283,1,4.586945056915283,-0.0053505782668388235
2025-02-11,SH603166,0.05,2025-02-11,1.948503017425537,0,1.948503017425537,0.0
2025-02-11,SZ300840,0.05,2025-02-11,3.0888888835906982,0,3.0888888835906982,0.0
2025-02-11,SZ002213,0.05,2025-02-11,2.6023917198181152,0,2.6023917198181152,0.0
2025-02-11,SH688535,0.05,2025-02-11,1.4148443937301636,0,1.4148443937301636,0.0
2025-02-11,SZ300608,0.05,2025-02-11,2.2350666522979736,0,2.2350666522979736,0.0
2025-02-11,SH603683,0.05,2025-02-11,1.3420073986053467,0,1.3420073986053467,0.0
2025-02-11,SZ000532,0.05,2025-02-11,6.762025356292725,0,6.762025356292725,0.0
2025-02-11,SZ002843,0.05,2025-02-11,5.194064140319824,0,5.194064140319824,0.0
2025-02-11,SZ300465,0.05,2025-02-11,3.714373826980591,0,3.714373826980591,0.0
2025-02-12,SH603045,0.05,2025-01-27,1.5748201608657837,6,1.6539568901062012,0.031064416777834225
2025-02-12,SZ301248,0.05,2025-02-05,0.6795321702957153,5,0.714853823184967,0.05197936820839644
2025-02-12,SH600191,0.05,2025-02-05,1.5480480194091797,5,1.697447419166565,0.05189139538923859
2025-02-12,SZ002757,0.05,2025-02-06,2.550187826156616,4,2.6870639324188232,0.040412525383865416
2025-02-12,SZ000856,0.05,2025-02-06,2.5318126678466797,4,2.8523409366607666,0.12660031008008898
2025-02-12,SZ002729,0.05,2025-02-07,2.413652181625366,3,2.549591541290283,0.0406092067528212
2025-02-12,SZ300553,0.05,2025-02-10,2.222879648208618,2,2.222879648208618,-0.022848236266619804
2025-02-12,SZ300731,0.05,2025-02-10,1.8914525508880615,2,1.9286837577819824,0.019683923277081572
2025-02-12,SZ301191,0.05,2025-02-10,1.4537880420684814,2,1.4537880420684814,-0.01612290613285916
2025-02-12,SH600261,0.05,2025-02-10,4.586945056915283,2,4.586945056915283,-0.008082834893754054
2025-02-12,SH603166,0.05,2025-02-11,1.948503017425537,1,1.9868263006210327,0.019668064587413436
2025-02-12,SZ002213,0.05,2025-02-11,2.6023917198181152,1,2.6449925899505615,0.016369891514803836
2025-02-12,SH688535,0.05,2025-02-11,1.4148443937301636,1,1.4352753162384033,0.014440402491453286
2025-02-12,SZ300608,0.05,2025-02-11,2.2350666522979736,1,2.272883653640747,0.0169198539577744
2025-02-12,SH603683,0.05,2025-02-11,1.3420073986053467,1,1.3472118377685547,0.0038781002016952115
2025-02-12,SZ000532,0.05,2025-02-11,6.762025356292725,1,7.0025315284729,0.03556717987701141
2025-02-12,SZ300465,0.05,2025-02-11,3.714373826980591,1,3.7600247859954834,0.012290351252017606
2025-02-12,SZ300287,0.05,2025-02-12,4.681788921356201,0,4.681788921356201,0.0
2025-02-12,SZ002843,0.05,2025-02-12,5.157534122467041,0,5.157534122467041,0.0
2025-02-12,SZ300840,0.05,2025-02-12,3.046783685684204,0,3.046783685684204,0.0
2025-02-13,SZ301248,0.05,2025-02-05,0.6795321702957153,6,0.714853823184967,0.04750427563040649
2025-02-13,SH600191,0.05,2025-02-05,1.5480480194091797,6,1.697447419166565,0.035887505652254736
2025-02-13,SZ002757,0.05,2025-02-06,2.550187826156616,5,2.710681676864624,0.06293412942445409
2025-02-13,SZ000856,0.05,2025-02-06,2.5318126678466797,5,2.8859543800354004,0.1398767439179931
2025-02-13,SH603166,0.05,2025-02-11,1.948503017425537,2,1.9868263006210327,-0.024585157209186637
2025-02-13,SZ002213,0.05,2025-02-11,2.6023917198181152,2,2.698056697845459,0.0367604067054248
2025-02-13,SZ300608,0.05,2025-02-11,2.2350666522979736,2,2.272883653640747,-0.007498600732685934
2025-02-13,SH603683,0.05,2025-02-11,1.3420073986053467,2,1.3472118377685547,-0.016620454815575725
2025-02-13,SZ000532,0.05,2025-02-11,6.762025356292725,2,7.0025315284729,-0.019094005745012965
2025-02-13,SZ300465,0.05,2025-02-11,3.714373826980591,2,3.8038249015808105,0.02408241032457803
2025-02-13,SZ300287,0.05,2025-02-12,4.681788921356201,1,4.7450480461120605,0.013511742160630114
2025-02-13,SZ300403,0.05,2025-02-13,2.8315939903259277,0,2.8315939903259277,0.0
2025-02-13,SZ002708,0.05,2025-02-13,1.9663963317871094,0,1.9663963317871094,0.0
2025-02-13,SZ300613,0.05,2025-02-13,4.175861358642578,0,4.175861358642578,0.0
2025-02-13,SH603583,0.05,2025-02-13,2.2288095951080322,0,2.2288095951080322,0.0
2025-02-13,SH603286,0.05,2025-02-13,2.1471102237701416,0,2.1471102237701416,0.0
2025-02-13,SH603901,0.05,2025-02-13,1.9086517095565796,0,1.9086517095565796,0.0
2025-02-13,SZ000880,0.05,2025-02-13,4.791901111602783,0,4.791901111602783,0.0
2025-02-13,SH600480,0.05,2025-02-13,6.895114898681641,0,6.895114898681641,0.0
2025-02-13,SZ300063,0.05,2025-02-13,2.1917216777801514,0,2.1917216777801514,0.0
2025-02-14,SZ002757,0.05,2025-02-06,2.550187826156616,6,2.8051528930664062,0.0999789365687811
2025-02-14,SZ002213,0.05,2025-02-11,2.6023917198181152,3,2.7055306434631348,0.03963235928687481
2025-02-14,SZ300608,0.05,2025-02-11,2.2350666522979736,3,2.3188655376434326,0.03749279031983299
2025-02-14,SZ002708,0.05,2025-02-13,1.9663963317871094,1,1.9774043560028076,0.0055980699504731835
2025-02-14,SH603583,0.05,2025-02-13,2.2288095951080322,1,2.230476140975952,0.0007477291337840697
2025-02-14,SH603286,0.05,2025-02-13,2.1471102237701416,1,2.17775821685791,0.014274066020678378
2025-02-14,SH603901,0.05,2025-02-13,1.9086517095565796,1,1.9086517095565796,-0.020708664599204174
2025-02-14,SH600480,0.05,2025-02-13,6.895114898681641,1,6.895114898681641,-0.013961241219288656
2025-02-14,SZ300063,0.05,2025-02-13,2.1917216777801514,1,2.1917216777801514,-0.020044062998796797
2025-02-14,SZ000856,0.05,2025-02-14,2.5966386795043945,0,2.5966386795043945,0.0
2025-02-14,SZ000532,0.05,2025-02-14,6.389029502868652,0,6.389029502868652,0.0
2025-02-14,SZ300790,0.05,2025-02-14,2.9632887840270996,0,2.9632887840270996,0.0
2025-02-14,SZ002779,0.05,2025-02-14,8.992546081542969,0,8.992546081542969,0.0
2025-02-14,SZ300817,0.05,2025-02-14,1.697920560836792,0,1.697920560836792,0.0
2025-02-14,SZ300984,0.05,2025-02-14,2.0149831771850586,0,2.0149831771850586,0.0
2025-02-14,SZ300688,0.05,2025-02-14,5.001291751861572,0,5.001291751861572,0.0
2025-02-14,SH600191,0.05,2025-02-14,1.617117166519165,0,1.617117166519165,0.0
2025-02-14,SZ300465,0.05,2025-02-14,3.6483652591705322,0,3.6483652591705322,0.0
2025-02-14,SZ300403,0.05,2025-02-14,2.7988483905792236,0,2.7988483905792236,0.0
2025-02-14,SH603166,0.05,2025-02-14,1.857485055923462,0,1.857485055923462,0.0
2025-02-17,SZ002213,0.05,2025-02-11,2.6023917198181152,4,2.8109118938446045,0.08012635931729095
2025-02-17,SZ300608,0.05,2025-02-11,2.2350666522979736,4,2.3188655376434326,0.035954582988472206
2025-02-17,SZ002708,0.05,2025-02-13,1.9663963317871094,2,2.0191192626953125,0.026811955482182626
2025-02-17,SH603286,0.05,2025-02-13,2.1471102237701416,2,2.395796775817871,0.11582384047850947
2025-02-17,SH603901,0.05,2025-02-13,1.9086517095565796,2,1.9161176681518555,0.003911640116367909
2025-02-17,SH600480,0.05,2025-02-13,6.895114898681641,2,6.908045768737793,0.0018753668714968086
2025-02-17,SZ300063,0.05,2025-02-13,2.1917216777801514,2,2.193753242492676,0.0009269264127469423
2025-02-17,SZ000856,0.05,2025-02-14,2.5966386795043945,1,2.855942487716675,0.09986133621862714
2025-02-17,SZ300790,0.05,2025-02-14,2.9632887840270996,1,2.984703540802002,0.007226685731857696
2025-02-17,SZ002779,0.05,2025-02-14,8.992546081542969,1,9.768348693847656,0.08627174164800855
2025-02-17,SZ300817,0.05,2025-02-14,1.697920560836792,1,1.7482041120529175,0.029614784328510613
2025-02-17,SZ300984,0.05,2025-02-14,2.0149831771850586,1,2.131852626800537,0.05800021108798825
2025-02-17,SZ300688,0.05,2025-02-14,5.001291751861572,1,5.001291751861572,-0.006587424723284219
2025-02-17,SZ300465,0.05,2025-02-14,3.6483652591705322,1,3.9037630558013916,0.07000335177210992
2025-02-17,SZ300403,0.05,2025-02-14,2.7988483905792236,1,2.905721426010132,0.03818464615326689
2025-02-17,SH603166,0.05,2025-02-14,1.857485055923462,1,1.91497004032135,0.03094775067749289
2025-02-17,SZ301248,0.05,2025-02-17,0.7330994009971619,0,0.7330994009971619,0.0
2025-02-17,SH603636,0.05,2025-02-17,3.8402228355407715,0,3.8402228355407715,0.0
2025-02-17,SZ301191,0.05,2025-02-17,1.4409019947052002,0,1.4409019947052002,0.0
2025-02-17,SZ000868,0.05,2025-02-17,5.302158355712891,0,5.302158355712891,0.0
2025-02-18,SZ300790,0.05,2025-02-14,2.9632887840270996,2,3.0554492473602295,0.03110073639460964
2025-02-18,SZ300403,0.05,2025-02-14,2.7988483905792236,2,2.979848861694336,0.06466962330805415
2025-02-18,SZ301248,0.05,2025-02-17,0.7330994009971619,1,0.7567251324653625,0.03222718697637039
2025-02-18,SH603636,0.05,2025-02-17,3.8402228355407715,1,3.9270784854888916,0.022617346354040224
2025-02-18,SZ301191,0.05,2025-02-17,1.4409019947052002,1,1.4409019947052002,-0.030915114730819315
2025-02-18,SZ300984,0.05,2025-02-18,1.9920676946640015,0,1.9920676946640015,0.0
2025-02-18,SZ300571,0.05,2025-02-18,5.485005855560303,0,5.485005855560303,0.0
2025-02-18,SH603901,0.05,2025-02-18,1.8124725818634033,0,1.8124725818634033,0.0
2025-02-18,SZ300687,0.05,2025-02-18,3.237452983856201,0,3.237452983856201,0.0
2025-02-18,SZ300192,0.05,2025-02-18,2.5831542015075684,0,2.5831542015075684,0.0
2025-02-18,SZ300590,0.05,2025-02-18,2.188002824783325,0,2.188002824783325,0.0
2025-02-18,SH603138,0.05,2025-02-18,3.5378735065460205,0,3.5378735065460205,0.0
2025-02-18,SZ300652,0.05,2025-02-18,1.7857455015182495,0,1.7857455015182495,0.0
2025-02-18,SZ300467,0.05,2025-02-18,1.5613168478012085,0,1.5613168478012085,0.0
2025-02-18,SZ300556,0.05,2025-02-18,2.6942355632781982,0,2.6942355632781982,0.0
2025-02-18,SH688655,0.05,2025-02-18,0.542553186416626,0,0.542553186416626,0.0
2025-02-18,SZ300479,0.05,2025-02-18,2.742280960083008,0,2.742280960083008,0.0
2025-02-18,SH603660,0.05,2025-02-18,1.3391003608703613,0,1.3391003608703613,0.0
2025-02-18,SZ300378,0.05,2025-02-18,3.188565731048584,0,3.188565731048584,0.0
2025-02-18,SZ002235,0.05,2025-02-18,1.4305555820465088,0,1.4305555820465088,0.0
2025-02-19,SZ300403,0.05,2025-02-14,2.7988483905792236,3,3.239654541015625,0.15749554421030143
2025-02-19,SZ301248,0.05,2025-02-17,0.7330994009971619,2,0.7639766335487366,0.04211875294070011
2025-02-19,SH603636,0.05,2025-02-17,3.8402228355407715,2,3.9270784854888916,0.008345469831804175
2025-02-19,SZ301191,0.05,2025-02-17,1.4409019947052002,2,1.4409019947052002,-0.020275975452302197
2025-02-19,SH603901,0.05,2025-02-18,1.8124725818634033,1,1.9235836267471313,0.06130357280742693
2025-02-19,SZ300687,0.05,2025-02-18,3.237452983856201,1,3.3190088272094727,0.02519135992397592
2025-02-19,SH603138,0.05,2025-02-18,3.5378735065460205,1,3.6094510555267334,0.020231799935264805
2025-02-19,SH688655,0.05,2025-02-18,0.542553186416626,1,0.5726950168609619,0.05555553114232392
2025-02-19,SZ300479,0.05,2025-02-18,2.742280960083008,1,2.9426591396331787,0.073069894174558
2025-02-19,SZ300378,0.05,2025-02-18,3.188565731048584,1,3.250417947769165,0.019398131303456134
2025-02-19,SZ300984,0.05,2025-02-19,2.0148069858551025,0,2.0148069858551025,0.0
2025-02-19,SH603039,0.05,2025-02-19,12.379776000976562,0,12.379776000976562,0.0
2025-02-19,SZ301070,0.05,2025-02-19,1.3722518682479858,0,1.3722518682479858,0.0
2025-02-19,SZ300608,0.05,2025-02-19,2.253115653991699,0,2.253115653991699,0.0
2025-02-19,SZ301306,0.05,2025-02-19,0.7968220114707947,0,0.7968220114707947,0.0
2025-02-19,SZ300634,0.05,2025-02-19,3.0629844665527344,0,3.0629844665527344,0.0
2025-02-19,SZ300559,0.05,2025-02-19,3.141953229904175,0,3.141953229904175,0.0
2025-02-19,SH600846,0.05,2025-02-19,2.5304830074310303,0,2.5304830074310303,0.0
2025-02-19,SH603985,0.05,2025-02-19,1.4850668907165527,0,1.4850668907165527,0.0
2025-02-19,SH600797,0.05,2025-02-19,3.1079823970794678,0,3.1079823970794678,0.0
2025-02-20,SZ301248,0.05,2025-02-17,0.7330994009971619,3,0.7714619636535645,0.05232927840920598
2025-02-20,SH688655,0.05,2025-02-18,0.542553186416626,2,0.5726950168609619,0.04983657294475874
2025-02-20,SZ300479,0.05,2025-02-18,2.742280960083008,2,2.993698835372925,0.09168202636767986
2025-02-20,SZ300984,0.05,2025-02-19,2.0148069858551025,1,2.1091134548187256,0.04680670139904164
2025-02-20,SZ301070,0.05,2025-02-19,1.3722518682479858,1,1.4181430339813232,0.033442232286357676
2025-02-20,SZ300559,0.05,2025-02-19,3.141953229904175,1,3.141953229904175,-0.0037754470282108654
2025-02-20,SH600846,0.05,2025-02-19,2.5304830074310303,1,2.569912910461426,0.015581967124302043
2025-02-20,SH603985,0.05,2025-02-19,1.4850668907165527,1,1.5028321743011475,0.011962615081952954
2025-02-20,SH600797,0.05,2025-02-19,3.1079823970794678,1,3.4182381629943848,0.09982545789398944
2025-02-20,SH603636,0.05,2025-02-20,3.7176034450531006,0,3.7176034450531006,0.0
2025-02-20,SH603110,0.05,2025-02-20,2.40095853805542,0,2.40095853805542,0.0
2025-02-20,SZ300378,0.05,2025-02-20,3.1494483947753906,0,3.1494483947753906,0.0
2025-02-20,SZ300852,0.05,2025-02-20,2.1270742416381836,0,2.1270742416381836,0.0
2025-02-20,SZ300687,0.05,2025-02-20,3.2685070037841797,0,3.2685070037841797,0.0
2025-02-20,SZ300192,0.05,2025-02-20,2.634050130844116,0,2.634050130844116,0.0
2025-02-20,SZ300451,0.05,2025-02-20,5.504705429077148,0,5.504705429077148,0.0
2025-02-20,SZ002112,0.05,2025-02-20,3.264923334121704,0,3.264923334121704,0.0
2025-02-20,SZ300608,0.05,2025-02-20,2.2217447757720947,0,2.2217447757720947,0.0
2025-02-20,SZ000042,0.05,2025-02-20,1.6296038627624512,0,1.6296038627624512,0.0
2025-02-20,SZ300204,0.05,2025-02-20,1.231201171875,0,1.231201171875,0.0
2025-02-21,SZ301248,0.05,2025-02-17,0.7330994009971619,4,0.8219882845878601,0.12125079282535434
2025-02-21,SH688655,0.05,2025-02-18,0.542553186416626,3,0.5726950168609619,0.05147062377808731
2025-02-21,SZ300479,0.05,2025-02-18,2.742280960083008,3,3.034656524658203,0.10661765473015028
2025-02-21,SZ301070,0.05,2025-02-19,1.3722518682479858,2,1.4181430339813232,0.014310133805241376
2025-02-21,SZ300559,0.05,2025-02-19,3.141953229904175,2,3.196915864944458,0.01749314232852517
2025-02-21,SH603985,0.05,2025-02-19,1.4850668907165527,2,1.5553553104400635,0.047330137223378754
2025-02-21,SH603636,0.05,2025-02-20,3.7176034450531006,1,3.792847156524658,0.020239843378583533
2025-02-21,SH603110,0.05,2025-02-20,2.40095853805542,1,2.462193727493286,0.025504476011260824
2025-02-21,SZ300687,0.05,2025-02-20,3.2685070037841797,1,3.443851947784424,0.053646800755585033
2025-02-21,SZ300192,0.05,2025-02-20,2.634050130844116,1,2.7784945964813232,0.05483740189520159
2025-02-21,SZ300451,0.05,2025-02-20,5.504705429077148,1,5.576027870178223,0.012956631743513913
2025-02-21,SZ002112,0.05,2025-02-20,3.264923334121704,1,3.4468448162078857,0.05571998588295202
2025-02-21,SZ300608,0.05,2025-02-20,2.2217447757720947,1,2.370004415512085,0.0667311751362023
2025-02-21,SZ000042,0.05,2025-02-20,1.6296038627624512,1,1.6554899215698242,0.01588487815897288
2025-02-21,SZ300204,0.05,2025-02-20,1.231201171875,1,1.231201171875,-0.03061890398820144
2025-02-21,SZ300852,0.05,2025-02-21,2.062171697616577,0,2.062171697616577,0.0
2025-02-21,SH688685,0.05,2025-02-21,2.702314853668213,0,2.702314853668213,0.0
2025-02-21,SH603918,0.05,2025-02-21,5.491228103637695,0,5.491228103637695,0.0
2025-02-21,SH605255,0.05,2025-02-21,1.066922664642334,0,1.066922664642334,0.0
