generation,factor,expr_key,operation,parents,mutation_op,fitness,hit_rate,uplift,coverage,depth,complexity
3,mwega_g003_0052,WITHOUT[5](close_above_mid),random_inject,,,0.28950475498639255,0.2739454094292804,1.2109145815739062,0.02949841711347375,2,2
3,mwega_g003_0001,"AND(NOT(volume_breakout),THEN[(2, 2)](WITHOUT[5](big_bull_candle),WITHOUT[20](lower_shadow_on_ma)))",random_inject,,,0.27175743801443886,0.2529781331592689,1.1182334133654648,0.0897103226160631,4,8
3,mwega_g003_0002,"AND(big_up,doji_like)",crossover+mutate,"restart_big_up|THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)",AND,0.23131205479030173,0.376878612716763,1.6659078484755028,0.0031657730525005948,2,3
3,mwega_g003_0003,consecutive_down,template_or_random,,,0.21696243568116147,0.2269331341053418,1.003107304126461,0.09797427123172361,1,1
3,mwega_g003_0004,big_bear_candle,template_or_random,,,0.21363607454719719,0.273120728929385,1.2072692653609296,0.06426702289238201,1,1
3,mwega_g003_0005,"THEN[(1, 8)](big_bull_candle,AND(long_lower_shadow,close_near_high))",template_or_random,,,0.2067253931686709,0.27378293881196963,1.2101964164475447,0.024583234212308087,3,5
3,mwega_g003_0043,"AND(long_lower_shadow,small_pullback_after_big_up)",random_inject,,,0.20217361957421143,0.2528447759568792,1.1176439375963032,0.06722052445696927,2,3
3,mwega_g003_0031,"THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),consecutive_down)",crossover,"THEN[(1, 10)](THEN[(3, 5)](near_limit_up,WITHOUT[3](big_up)),big_bull_candle)|consecutive_down",,0.19655929098226027,0.26962988585264613,1.1918387721381527,0.021161271433015535,4,6
3,mwega_g003_0045,long_lower_shadow,random_inject,,,0.19098120197632862,0.2119593498423582,0.9369190305461019,0.2391274909876114,1,1
3,mwega_g003_0025,restart_big_up,template_or_random,,,0.18336250020925193,0.3058376618342507,1.3518871700792943,0.047208446941277654,1,1
3,mwega_g003_0015,"AND(ma_bull_order,AND(long_upper_shadow,WITHOUT[5](big_down)))",crossover,"AND(ma_bull_order,AND(COUNT_GE[(20, 2)](big_up),WITHOUT[5](big_down)))|long_upper_shadow",,0.1804336657370728,0.27290922087205144,1.2063343411682625,0.07680202023898841,4,6
3,mwega_g003_0027,long_upper_shadow,random_inject,,,0.1758658020699628,0.23172183853298403,1.0242747039757967,0.2305158563141618,1,1
3,mwega_g003_0022,"THEN[(1, 10)](consecutive_down,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",crossover+mutate,"big_up|THEN[(1, 10)](break_60d_high,THEN[(1, 5)](pullback_not_break_ma20,volume_breakout))",THEN,0.17471995624630848,0.2770034843205575,1.2244321195575036,0.018906801837246325,3,5
3,mwega_g003_0028,"THEN[(1, 8)](big_bull_candle,AND(near_limit_up,pullback_not_break_ma20))",crossover,"THEN[(1, 8)](big_bull_candle,AND(long_lower_shadow,pullback_not_break_ma20))|near_limit_up",,0.17286282132407904,0.335725677830941,1.4840004785669454,0.004589455962815891,3,5
