code1,code2,name1,name2,beta,score,half_life,p_value,correlation,data_points
510350.OF,515380.OF,工银沪深300ETF,泰康沪深300ETF,1.0736,99.9947,inf,0.0001,0.9999,240
118022.SH,127038.SZ,锂科转债,国微转债,1.0263,99.9943,inf,0.0001,0.9628,240
159358.OF,563360.OF,大成中证A500ETF,华泰柏瑞中证A500ETF,0.9636,99.9943,inf,0.0001,0.9998,224
159948.OF,159958.OF,南方创业板ETF,工银创业板ETF,0.3653,99.9942,inf,0.0001,0.9999,240
159781.OF,588300.OF,易方达中证科创创业50ETF,招商中证科创创业50ETF,0.9375,99.9941,inf,0.0001,0.9999,240
159870.OF,516220.OF,鹏华中证细分化工产业主题ETF,国泰中证细分化工产业ETF,0.8125,99.9934,inf,0.0001,0.9998,240
113067.SH,127083.SZ,燃23转债,山路转债,0.9870,99.9932,inf,0.0001,0.9301,240
159568.OF,513770.OF,博时中证港股通互联网ETF,华宝中证港股通互联网ETF,-1.1492,99.9931,inf,0.0001,0.9997,240
159310.OF,159560.OF,天弘中证芯片产业ETF,景顺长城中证芯片产业ETF,0.5589,99.9923,inf,0.0001,0.9997,240
510510.OF,512500.OF,广发中证500ETF,华夏中证500ETF,1.8421,99.9921,inf,0.0001,1.0000,240
159830.OF,518660.OF,天弘上海金ETF,工银黄金ETF,0.9794,99.9919,inf,0.0001,1.0000,240
159330.OF,510300.OF,东财沪深300ETF,华泰柏瑞沪深300ETF,6.4211,99.9918,inf,0.0001,0.9998,240
513070.OF,513590.OF,易方达中证港股通消费主题ETF,鹏华中证港股通消费主题ETF,-0.2188,99.9909,inf,0.0001,0.9985,240
159812.OF,159934.OF,前海开源黄金ETF,易方达黄金ETF,1.0238,99.9904,inf,0.0001,1.0000,240
159603.OF,588330.OF,天弘中证科创创业50ETF,华宝中证科创创业50ETF,1.6265,99.9903,inf,0.0001,0.9999,240
159712.OF,159850.OF,国泰中证港股通50ETF,华夏恒生中国企业ETF,-0.4581,99.9901,inf,0.0001,0.9885,240
159712.OF,159788.OF,国泰中证港股通50ETF,易方达中证港股通中国100ETF,1.3829,99.9896,inf,0.0001,0.9944,240
159599.OF,516920.OF,东财中证芯片产业ETF,汇添富中证芯片产业ETF,-0.4008,99.9891,inf,0.0001,0.9998,240
588300.OF,588400.OF,招商中证科创创业50ETF,嘉实中证科创创业50ETF,1.0365,99.9878,inf,0.0001,0.9999,240
159603.OF,159782.OF,天弘中证科创创业50ETF,银华中证科创创业50ETF,1.6488,99.9874,inf,0.0001,0.9999,240
159782.OF,588300.OF,银华中证科创创业50ETF,招商中证科创创业50ETF,0.9497,99.9872,inf,0.0001,1.0000,240
159915.OF,159958.OF,易方达创业板ETF,工银创业板ETF,0.4136,99.9846,inf,0.0002,0.9999,240
159330.OF,159925.OF,东财沪深300ETF,南方沪深300ETF,6.3062,99.9839,inf,0.0002,0.9998,240
159601.OF,563000.OF,华夏MSCI中国A50互联互通ETF,易方达MSCI中国A50互联互通ETF,0.9926,99.9825,inf,0.0002,0.9999,240
159513.OF,513110.OF,大成纳斯达克100ETF,华泰柏瑞纳斯达克100ETF,2.0169,99.9825,inf,0.0002,0.9983,240
510300.OF,515390.OF,华泰柏瑞沪深300ETF,华安沪深300ETF,0.1036,99.9819,inf,0.0002,0.9999,240
588050.OF,588090.OF,工银上证科创板50ETF,华泰柏瑞上证科创板50ETF,1.0081,99.9816,inf,0.0002,1.0000,240
159330.OF,515380.OF,东财沪深300ETF,泰康沪深300ETF,6.9406,99.9816,inf,0.0002,0.9998,240
510580.OF,515190.OF,易方达中证500ETF,中银证券中证500ETF,0.2092,99.9794,inf,0.0002,0.9989,240
159699.OF,513970.OF,广发恒生消费ETF,景顺长城恒生消费ETF,0.8822,99.9792,inf,0.0002,0.9966,240
513020.OF,513980.OF,国泰中证港股通科技ETF,景顺长城中证港股通科技ETF,-0.0893,99.9784,inf,0.0002,0.9998,240
123107.SZ,127042.SZ,温氏转债,嘉美转债,0.9826,99.9783,59.6210,0.0034,0.9238,240
123107.SZ,127042.SZ,温氏转债,嘉美转债,0.9826,99.9783,59.6210,0.0034,0.9238,240
159812.OF,518800.OF,前海开源黄金ETF,国泰黄金ETF,0.9955,99.9783,inf,0.0002,1.0000,240
588080.OF,588090.OF,易方达上证科创板50ETF,华泰柏瑞上证科创板50ETF,1.0456,99.9774,inf,0.0002,0.9999,240
159330.OF,510330.OF,东财沪深300ETF,华夏沪深300ETF,6.4841,99.9769,inf,0.0002,0.9998,240
113638.SH,127016.SZ,台21转债,鲁泰转债,0.9914,99.9743,inf,0.0003,0.9198,240
159673.OF,515310.OF,鹏华沪深300ETF,汇添富沪深300ETF,1.6050,99.9739,inf,0.0003,0.9998,240
159770.OF,562360.OF,天弘中证机器人ETF,银华中证机器人ETF,0.7699,99.9722,inf,0.0003,0.9998,240
159735.OF,513230.OF,银华中证港股通消费ETF,华夏中证港股通消费主题ETF,0.0831,99.9714,inf,0.0003,0.9991,240
159330.OF,515390.OF,东财沪深300ETF,华安沪深300ETF,0.7550,99.9709,inf,0.0003,0.9998,240
159819.OF,515070.OF,易方达中证人工智能ETF,华夏中证人工智能ETF,1.2479,99.9703,inf,0.0003,1.0000,240
600483.SH,562550.OF,福能股份,华夏中证绿色电力ETF,0.0299,99.9700,inf,0.0003,0.9290,240
159636.OF,159747.OF,工银国证港股通科技ETF,南方中证香港科技ETF,1.1766,99.9692,inf,0.0003,0.9985,240
159333.OF,513820.OF,万家中证港股通央企红利ETF,汇添富中证港股通高股息投资ETF,0.5772,99.9687,inf,0.0003,0.9883,240
127067.SZ,127069.SZ,恒逸转2,小熊转债,1.0268,99.9664,inf,0.0003,0.9566,240
159665.OF,516920.OF,工银瑞信国证半导体芯片ETF,汇添富中证芯片产业ETF,-0.4758,99.9657,inf,0.0003,0.9994,240
518850.OF,518890.OF,华夏黄金ETF,中银上海金ETF,0.9988,99.9646,inf,0.0004,1.0000,240
159770.OF,562500.OF,天弘中证机器人ETF,华夏中证机器人ETF,1.1586,99.9603,inf,0.0004,0.9999,240
512890.OF,515450.OF,华泰柏瑞红利低波ETF,南方标普中国A股大盘红利低波50ETF,2.3355,99.9602,inf,0.0004,0.9673,240
159568.OF,159792.OF,博时中证港股通互联网ETF,富国中证港股通互联网ETF,-0.2396,99.9600,inf,0.0004,0.9996,240
588150.OF,588180.OF,南方上证科创板50成份ETF,国联安上证科创板50ETF,1.2396,99.9594,inf,0.0004,0.9999,240
510180.OF,515130.OF,华安上证180ETF,博时沪深300ETF,0.2019,99.9589,inf,0.0004,0.9986,239
159565.OF,562700.OF,易方达中证汽车零部件主题ETF,华夏中证汽车零部件主题ETF,0.7357,99.9572,inf,0.0004,0.9996,240
563800.OF,563880.OF,广发中证A500ETF,汇添富中证A500ETF,0.9579,99.9567,inf,0.0004,0.9999,228
159908.OF,159971.OF,博时创业板ETF,富国创业板ETF,0.6303,99.9555,inf,0.0004,1.0000,240
159718.OF,159776.OF,平安中证港股通医药卫生综合ETF,银华中证港股通医药卫生综合ETF,0.3694,99.9541,inf,0.0005,0.9999,240
159592.OF,561230.OF,银华中证A50ETF,工银中证A50ETF,0.9103,99.9515,inf,0.0005,0.9997,240
588050.OF,588060.OF,工银上证科创板50ETF,广发上证科创板50ETF,-0.7962,99.9490,inf,0.0005,1.0000,240
512560.OF,512810.OF,易方达中证军工ETF,华宝中证军工ETF,1.1333,99.9478,inf,0.0005,0.9998,240
512910.OF,560380.OF,广发中证A100ETF,南方中证A100ETF,0.7718,99.9439,inf,0.0006,0.9998,204
159993.OF,560090.OF,鹏华国证证券龙头ETF,汇添富中证全指证券公司ETF,1.0426,99.9418,inf,0.0006,0.9946,240
159338.OF,159359.OF,国泰中证A500ETF,华安中证A500ETF,0.9689,99.9411,inf,0.0006,0.9999,223
511180.OF,111001.SH,海富通上证投资级可转债ETF,山玻转债,1.9411,99.9386,inf,0.0006,0.9711,240
159780.OF,588380.OF,南方中证科创创业50ETF,富国中证科创创业50ETF,0.9628,99.9383,inf,0.0006,1.0000,240
588150.OF,588280.OF,南方上证科创板50成份ETF,华安上证科创板50ETF,0.9129,99.9360,inf,0.0006,0.9999,240
159330.OF,159673.OF,东财沪深300ETF,鹏华沪深300ETF,0.4898,99.9328,inf,0.0007,0.9998,240
159327.OF,159516.OF,万家中证半导体材料设备主题ETF,国泰中证半导体材料设备主题ETF,0.4821,99.9290,inf,0.0007,0.9999,240
159792.OF,513320.OF,富国中证港股通互联网ETF,易方达恒生港股通新经济ETF,-0.5168,99.9255,inf,0.0007,0.9944,240
511380.OF,110093.SH,博时中证可转债及可交换债券ETF,神马转债,1.9186,99.9177,inf,0.0008,0.9627,240
159819.OF,512930.OF,易方达中证人工智能ETF,平安中证人工智能ETF,1.3728,99.9169,inf,0.0008,1.0000,240
159781.OF,159783.OF,易方达中证科创创业50ETF,华夏中证科创创业50ETF,0.9829,99.9165,inf,0.0008,1.0000,240
159339.OF,159362.OF,银华中证A500ETF,工银中证A500ETF,1.0563,99.9165,inf,0.0008,0.9999,223
159568.OF,513320.OF,博时中证港股通互联网ETF,易方达恒生港股通新经济ETF,0.5042,99.9150,inf,0.0008,0.9940,240
159779.OF,561100.OF,招商中证消费电子主题ETF,富国中证消费电子主题ETF,0.6095,99.9109,inf,0.0009,0.9998,240
513010.OF,513180.OF,易方达恒生科技ETF,华夏恒生科技ETF,1.0621,99.9042,inf,0.0010,0.9999,240
511380.OF,127067.SZ,博时中证可转债及可交换债券ETF,恒逸转2,1.8648,99.9040,inf,0.0010,0.9736,240
159359.OF,159360.OF,华安中证A500ETF,天弘中证A500ETF,1.0601,99.9034,inf,0.0010,0.9999,223
511180.OF,123107.SZ,海富通上证投资级可转债ETF,温氏转债,1.9561,99.9015,inf,0.0010,0.9569,240
159864.OF,562970.OF,国泰中证光伏产业ETF,易方达中证光伏产业ETF,0.2435,99.8971,inf,0.0010,0.9996,240
123107.SZ,127022.SZ,温氏转债,恒逸转债,0.9675,99.8953,99.6158,0.0030,0.9401,240
159782.OF,588330.OF,银华中证科创创业50ETF,华宝中证科创创业50ETF,0.9729,99.8938,inf,0.0011,0.9999,240
159659.OF,513390.OF,招商纳斯达克100ETF,博时纳斯达克100ETF,1.1017,99.8933,94.7989,0.0271,0.9899,240
515130.OF,561300.OF,博时沪深300ETF,国泰沪深300增强策略ETF,-0.5051,99.8918,inf,0.0011,0.9989,239
159741.OF,513890.OF,嘉实恒生科技ETF,摩根恒生科技ETF,-0.0972,99.8915,inf,0.0011,0.9993,240
518660.OF,518890.OF,工银黄金ETF,中银上海金ETF,1.0021,99.8882,inf,0.0011,1.0000,240
512020.OF,563220.OF,鹏华中证A500ETF,富国中证A500ETF,0.9154,99.8862,inf,0.0011,0.9999,223
516350.OF,588100.OF,易方达中证芯片产业ETF,嘉实上证科创板新一代信息技术ETF,-0.5951,99.8825,inf,0.0012,0.9979,239
511180.OF,118022.SH,海富通上证投资级可转债ETF,锂科转债,1.8986,99.8822,inf,0.0012,0.9867,240
515260.OF,561100.OF,华宝中证电子50ETF,富国中证消费电子主题ETF,0.1093,99.8771,inf,0.0012,0.9987,240
510180.OF,561930.OF,华安上证180ETF,招商沪深300ETF,0.2030,99.8739,inf,0.0013,0.9981,240
516510.OF,516630.OF,易方达中证云计算与大数据ETF,华夏中证云计算与大数据主题ETF,0.9074,99.8718,inf,0.0013,0.9999,240
159562.OF,517400.OF,华夏中证沪深港黄金产业股票ETF,国泰中证沪深港黄金产业股票ETF,0.3599,99.8664,inf,0.0013,0.9997,240
110086.SH,123165.SZ,精工转债,回天转债,1.0060,99.8630,inf,0.0014,0.9730,240
159330.OF,561930.OF,东财沪深300ETF,招商沪深300ETF,1.2597,99.8621,inf,0.0014,0.9995,240
511380.OF,127038.SZ,博时中证可转债及可交换债券ETF,国微转债,1.9098,99.8610,inf,0.0014,0.9730,240
159622.OF,159748.OF,东财中证沪港深创新药产业ETF,富国中证沪港深创新药产业ETF,1.6049,99.8599,inf,0.0014,0.9997,240
159863.OF,515790.OF,鹏华中证光伏产业ETF,华泰柏瑞中证光伏产业ETF,0.4206,99.8577,inf,0.0014,0.9998,240
588060.OF,588090.OF,广发上证科创板50ETF,华泰柏瑞上证科创板50ETF,-0.1401,99.8535,inf,0.0015,0.9999,240
588330.OF,588350.OF,华宝中证科创创业50ETF,鹏扬中证科创创业50ETF,0.2164,99.8491,inf,0.0015,0.9999,240
515400.OF,560850.OF,富国中证大数据产业ETF,汇添富中证信息技术应用创新产业ETF,-1.2157,99.8464,inf,0.0015,0.9900,240
510500.OF,512500.OF,南方中证500ETF,华夏中证500ETF,0.6697,99.8410,inf,0.0016,0.9999,240
512510.OF,515190.OF,华泰柏瑞中证500ETF,中银证券中证500ETF,0.4311,99.8321,inf,0.0017,0.9987,240
118033.SH,128134.SZ,华特转债,鸿路转债,0.9897,99.8287,inf,0.0017,0.9476,240
588300.OF,588350.OF,招商中证科创创业50ETF,鹏扬中证科创创业50ETF,0.2252,99.8207,inf,0.0018,0.9999,240
159993.OF,515850.OF,鹏华国证证券龙头ETF,富国中证全指证券公司ETF,1.6071,99.8176,inf,0.0018,0.9981,240
513530.OF,513820.OF,华泰柏瑞中证港股通高股息投资ETF,汇添富中证港股通高股息投资ETF,0.3444,99.8135,inf,0.0019,0.9993,240
159830.OF,159937.OF,天弘上海金ETF,博时黄金ETF,0.9794,99.7936,inf,0.0021,1.0000,240
159632.OF,159941.OF,华安纳斯达克100ETF,广发纳斯达克100ETF,0.3294,99.7925,inf,0.0021,0.9952,240
516160.OF,516850.OF,南方中证新能源ETF,华夏中证新能源ETF,-0.3535,99.7877,inf,0.0021,0.9999,240
159735.OF,513590.OF,银华中证港股通消费ETF,鹏华中证港股通消费主题ETF,0.5077,99.7798,inf,0.0022,0.9972,240
588300.OF,588380.OF,招商中证科创创业50ETF,富国中证科创创业50ETF,1.0123,99.7795,inf,0.0022,1.0000,240
516000.OF,562030.OF,华夏中证大数据产业ETF,华宝中证信息技术应用创新产业ETF,2.6918,99.7735,inf,0.0023,0.9909,240
159922.OF,510580.OF,嘉实中证500ETF,易方达中证500ETF,1.2498,99.7702,inf,0.0023,0.9955,240
159806.OF,515030.OF,国泰中证新能源汽车ETF,华夏中证新能源汽车ETF,-0.4374,99.7692,inf,0.0023,0.9999,240
159637.OF,515030.OF,东财中证新能源汽车ETF,华夏中证新能源汽车ETF,-0.5278,99.7673,inf,0.0023,0.9998,240
159362.OF,560530.OF,工银中证A500ETF,摩根中证A500ETF,0.8225,99.7492,inf,0.0025,0.9999,223
513820.OF,520890.OF,汇添富中证港股通高股息投资ETF,华泰柏瑞恒生港股通高股息低波动ETF,1.6782,99.7491,inf,0.0025,0.9868,240
159569.OF,513530.OF,景顺长城国证港股通红利低波动率ETF,华泰柏瑞中证港股通高股息投资ETF,1.9337,99.7466,inf,0.0025,0.9959,240
515400.OF,562030.OF,富国中证大数据产业ETF,华宝中证信息技术应用创新产业ETF,4.1893,99.7450,inf,0.0025,0.9911,240
159660.OF,159941.OF,汇添富纳斯达克100ETF,广发纳斯达克100ETF,0.3548,99.7373,inf,0.0026,0.9932,240
159971.OF,159977.OF,富国创业板ETF,天弘创业板ETF,0.4324,99.7346,inf,0.0027,1.0000,240
159581.OF,515100.OF,万家中证红利ETF,景顺长城中证红利低波动100ETF,5.3025,99.7338,inf,0.0027,0.9897,240
159337.OF,510500.OF,东财中证500ETF,南方中证500ETF,5.5912,99.7269,inf,0.0027,0.9999,240
159831.OF,159934.OF,嘉实上海金ETF,易方达黄金ETF,1.0167,99.7197,inf,0.0028,1.0000,240
511180.OF,113633.SH,海富通上证投资级可转债ETF,科沃转债,1.9227,99.7185,inf,0.0028,0.9744,240
159302.OF,520890.OF,银华中证港股通高股息投资ETF,华泰柏瑞恒生港股通高股息低波动ETF,1.3872,99.7132,inf,0.0029,0.9862,240
159527.OF,516510.OF,广发中证云计算与大数据主题ETF,易方达中证云计算与大数据ETF,0.5340,99.7119,inf,0.0029,0.9999,240
159592.OF,563350.OF,银华中证A50ETF,华泰柏瑞中证A50ETF,1.1440,99.6897,inf,0.0031,0.9994,240
113059.SH,127054.SZ,福莱转债,双箭转债,1.0175,99.6878,inf,0.0031,0.9140,240
159920.OF,513660.OF,华夏恒生ETF,华夏沪港通恒生ETF,2.8390,99.6822,inf,0.0032,0.9996,240
159615.OF,159892.OF,南方恒生生物科技ETF,华夏恒生生物科技ETF,1.3065,99.6822,inf,0.0032,0.9999,240
159310.OF,516920.OF,天弘中证芯片产业ETF,汇添富中证芯片产业ETF,-0.3995,99.6784,inf,0.0032,0.9998,240
159315.OF,159562.OF,工银中证沪深港黄金产业股票ETF,华夏中证沪深港黄金产业股票ETF,1.7456,99.6732,inf,0.0033,0.9998,240
159783.OF,588330.OF,华夏中证科创创业50ETF,华宝中证科创创业50ETF,0.9771,99.6665,inf,0.0033,0.9999,240
159513.OF,159659.OF,大成纳斯达克100ETF,招商纳斯达克100ETF,1.7926,99.6566,inf,0.0034,0.9973,240
515790.OF,516180.OF,华泰柏瑞中证光伏产业ETF,平安中证光伏产业ETF,1.5850,99.6409,inf,0.0036,0.9998,240
113059.SH,127083.SZ,福莱转债,山路转债,1.0037,99.6349,99.8813,0.0042,0.9310,240
512090.OF,561930.OF,易方达MSCI中国A股国际通ETF,招商沪深300ETF,0.5249,99.6291,inf,0.0037,0.9993,240
111000.SH,127022.SZ,起帆转债,恒逸转债,0.9718,99.6264,inf,0.0037,0.9619,240
159919.OF,515310.OF,嘉实沪深300ETF,汇添富沪深300ETF,0.1210,99.6233,inf,0.0038,0.9998,240
159660.OF,513100.OF,汇添富纳斯达克100ETF,国泰纳斯达克100ETF,0.8583,99.6092,inf,0.0039,0.9929,240
159330.OF,515310.OF,东财沪深300ETF,汇添富沪深300ETF,0.8814,99.6063,inf,0.0039,0.9997,240
513120.OF,520700.OF,广发中证香港创新药ETF,万家中证港股通创新药ETF,1.0500,99.6053,inf,0.0039,0.9999,240
159352.OF,159362.OF,南方中证A500ETF,工银中证A500ETF,1.0385,99.6040,inf,0.0040,0.9998,223
111021.SH,127088.SZ,奥锐转债,赫达转债,0.9910,99.5862,95.0141,0.0291,0.9091,240
159922.OF,561350.OF,嘉实中证500ETF,国泰中证500ETF,-0.0372,99.5859,inf,0.0041,0.9921,240
159656.OF,560050.OF,万家沪深300成长ETF,汇添富MSCI中国A50互联互通ETF,1.1344,99.5816,inf,0.0042,0.9961,240
159755.OF,159767.OF,广发国证新能源车电池ETF,兴银国证新能源车电池ETF,1.5376,99.5559,inf,0.0044,0.9999,240
159362.OF,563880.OF,工银中证A500ETF,汇添富中证A500ETF,0.9139,99.5547,inf,0.0045,0.9999,223
159919.OF,563520.OF,嘉实沪深300ETF,永赢沪深300ETF,0.0118,99.5495,inf,0.0045,0.9998,233
510180.OF,561300.OF,华安上证180ETF,国泰沪深300增强策略ETF,-0.1210,99.5266,inf,0.0047,0.9981,240
159659.OF,159696.OF,招商纳斯达克100ETF,易方达纳斯达克100ETF,0.7288,99.5079,inf,0.0049,0.9996,240
113636.SH,128134.SZ,甬金转债,鸿路转债,0.9911,99.4989,inf,0.0050,0.9192,240
511380.OF,123091.SZ,博时中证可转债及可交换债券ETF,长海转债,1.9054,99.4883,inf,0.0051,0.9720,240
516650.OF,561330.OF,华夏中证细分有色金属产业ETF,国泰中证有色金属矿业主题ETF,1.0041,99.4853,inf,0.0051,0.9997,240
159922.OF,512510.OF,嘉实中证500ETF,华泰柏瑞中证500ETF,0.6191,99.4836,inf,0.0052,0.9945,240
159330.OF,561230.OF,东财沪深300ETF,工银中证A50ETF,0.7003,99.4826,inf,0.0052,0.9931,240
159673.OF,510310.OF,鹏华沪深300ETF,易方达沪深300ETF,9.9062,99.4749,inf,0.0053,0.9999,240
159310.OF,516640.OF,天弘中证芯片产业ETF,富国中证芯片产业ETF,-0.3469,99.4552,inf,0.0054,0.9998,240
516000.OF,560850.OF,华夏中证大数据产业ETF,汇添富中证信息技术应用创新产业ETF,0.0741,99.4526,inf,0.0055,0.9892,240
515400.OF,562570.OF,富国中证大数据产业ETF,华夏中证信息技术应用创新产业ETF,-1.0981,99.4414,inf,0.0056,0.9900,240
516000.OF,562570.OF,华夏中证大数据产业ETF,华夏中证信息技术应用创新产业ETF,0.1439,99.4401,inf,0.0056,0.9900,240
513150.OF,513560.OF,华泰柏瑞中证港股通科技ETF,兴银中证港股通科技ETF,1.4575,99.4228,inf,0.0058,0.9979,240
159635.OF,159745.OF,华夏中证基建ETF,国泰中证全指建筑材料ETF,-4.0352,99.4201,inf,0.0058,0.9616,240
159681.OF,159949.OF,鹏华创业板50ETF,华安创业板50ETF,1.0133,99.4132,inf,0.0059,1.0000,240
159735.OF,513070.OF,银华中证港股通消费ETF,易方达中证港股通消费主题ETF,-0.7532,99.4128,inf,0.0059,0.9989,240
510510.OF,560510.OF,广发中证500ETF,泰康中证A500ETF,-0.0254,99.4093,inf,0.0059,0.9960,240
588060.OF,588080.OF,广发上证科创板50ETF,易方达上证科创板50ETF,-0.0946,99.4063,inf,0.0059,0.9999,240
159892.OF,513280.OF,华夏恒生生物科技ETF,汇添富恒生生物科技ETF,0.3921,99.3989,inf,0.0060,0.9998,240
511180.OF,127042.SZ,海富通上证投资级可转债ETF,嘉美转债,1.9221,99.3968,inf,0.0060,0.9677,240
510350.OF,563520.OF,工银沪深300ETF,永赢沪深300ETF,0.0120,99.3821,inf,0.0062,0.9998,233
159501.OF,513390.OF,嘉实纳斯达克100ETF,博时纳斯达克100ETF,1.4650,99.3779,inf,0.0062,0.9893,240
159628.OF,159907.OF,万家国证2000ETF,广发国证2000ETF,-0.4218,99.3530,inf,0.0065,0.9927,240
159922.OF,512500.OF,嘉实中证500ETF,华夏中证500ETF,1.3463,99.3398,inf,0.0066,0.9959,240
118022.SH,127069.SZ,锂科转债,小熊转债,1.0290,99.3210,inf,0.0068,0.9458,240
159925.OF,563520.OF,南方沪深300ETF,永赢沪深300ETF,0.0125,99.3144,inf,0.0069,0.9997,233
111002.SH,113049.SH,特纸转债,长汽转债,0.9877,99.3036,inf,0.0070,0.8778,240
110085.SH,127103.SZ,通22转债,东南转债,0.9861,99.2964,91.4864,0.0496,0.9551,240
159696.OF,513870.OF,易方达纳斯达克100ETF,富国纳斯达克100ETF,1.0573,99.2481,inf,0.0075,0.9997,240
510300.OF,515800.OF,华泰柏瑞沪深300ETF,汇添富中证800ETF,0.0427,99.2463,inf,0.0075,0.9992,240
511180.OF,127022.SZ,海富通上证投资级可转债ETF,恒逸转债,1.8925,99.2461,inf,0.0075,0.9570,240
159338.OF,159357.OF,国泰中证A500ETF,博时中证A500ETF,0.9771,99.2441,inf,0.0076,0.9999,225
159601.OF,159656.OF,华夏MSCI中国A50互联互通ETF,万家沪深300成长ETF,0.8709,99.2408,inf,0.0076,0.9961,240
511380.OF,111001.SH,博时中证可转债及可交换债券ETF,山玻转债,1.9024,99.2253,inf,0.0077,0.9661,240
512090.OF,561300.OF,易方达MSCI中国A股国际通ETF,国泰沪深300增强策略ETF,-0.2915,99.1803,inf,0.0082,0.9986,240
561560.OF,562550.OF,华泰柏瑞中证全指电力公用事业ETF,华夏中证绿色电力ETF,0.4173,99.1760,inf,0.0082,0.9973,240
111015.SH,127054.SZ,东亚转债,双箭转债,1.0086,99.1266,inf,0.0087,0.9575,240
511380.OF,123183.SZ,博时中证可转债及可交换债券ETF,海顺转债,1.9023,99.1243,inf,0.0088,0.9625,240
560350.OF,561230.OF,摩根中证A50ETF,工银中证A50ETF,1.1055,99.1105,inf,0.0089,0.9997,240
159922.OF,515190.OF,嘉实中证500ETF,中银证券中证500ETF,0.2630,99.1102,inf,0.0089,0.9954,240
159307.OF,515080.OF,博时中证红利低波动100ETF,招商中证红利ETF,6.3762,99.0945,inf,0.0091,0.9879,240
159625.OF,562550.OF,嘉实国证绿色电力ETF,华夏中证绿色电力ETF,0.5176,99.0862,inf,0.0091,0.9952,240
159577.OF,159941.OF,汇添富MSCI美国50ETF,广发纳斯达克100ETF,0.7931,99.0690,inf,0.0093,0.9888,240
159310.OF,512480.OF,天弘中证芯片产业ETF,国联安中证全指半导体ETF,0.2930,99.0591,inf,0.0094,0.9992,240
159782.OF,588350.OF,银华中证科创创业50ETF,鹏扬中证科创创业50ETF,0.2075,99.0486,inf,0.0095,0.9999,240
113067.SH,127025.SZ,燃23转债,冀东转债,0.9724,99.0342,inf,0.0097,0.8811,240
515380.OF,515390.OF,泰康沪深300ETF,华安沪深300ETF,0.0955,99.0289,inf,0.0097,0.9999,240
113638.SH,113659.SH,台21转债,莱克转债,1.0013,99.0128,inf,0.0099,0.9001,240
159922.OF,510510.OF,嘉实中证500ETF,广发中证500ETF,0.7290,99.0123,inf,0.0099,0.9958,240
515600.OF,516950.OF,广发中证央企创新驱动ETF,银华中证基建ETF,0.2101,98.9938,inf,0.0101,0.9653,240
515310.OF,515380.OF,汇添富沪深300ETF,泰康沪深300ETF,7.7427,98.9902,inf,0.0101,0.9999,240
515080.OF,515100.OF,招商中证红利ETF,景顺长城中证红利低波动100ETF,0.9660,98.9858,inf,0.0101,0.9904,240
510300.OF,515310.OF,华泰柏瑞沪深300ETF,汇添富沪深300ETF,0.1237,98.9828,inf,0.0102,0.9999,240
510310.OF,510330.OF,易方达沪深300ETF,华夏沪深300ETF,1.0387,98.9654,inf,0.0103,1.0000,240
511380.OF,123165.SZ,博时中证可转债及可交换债券ETF,回天转债,1.8816,98.9653,inf,0.0103,0.9849,240
588220.OF,588880.OF,鹏华上证科创板100ETF,华泰柏瑞上证科创板100ETF,0.9503,98.9651,inf,0.0103,0.9999,240
588030.OF,588120.OF,博时上证科创板100ETF,国泰上证科创板100ETF,1.0075,98.9341,57.1080,0.0348,0.9999,240
588030.OF,588120.OF,博时上证科创板100ETF,国泰上证科创板100ETF,1.0075,98.9341,57.1080,0.0348,0.9999,240
510330.OF,515310.OF,华夏沪深300ETF,汇添富沪深300ETF,0.1225,98.9301,inf,0.0107,0.9999,240
113679.SH,118042.SH,芯能转债,奥维转债,0.9982,98.9064,inf,0.0109,0.9756,240
512980.OF,516190.OF,广发中证传媒ETF,华夏中证文娱传媒ETF,0.0056,98.9059,inf,0.0109,0.9964,240
588890.OF,588990.OF,南方上证科创板芯片ETF,博时上证科创板芯片ETF,0.8926,98.9039,inf,0.0110,0.9993,240
515260.OF,562950.OF,华宝中证电子50ETF,易方达中证消费电子主题ETF,0.1808,98.8789,inf,0.0112,0.9987,240
159622.OF,517120.OF,东财中证沪港深创新药产业ETF,华泰柏瑞中证沪港深创新药ETF,1.7692,98.8698,inf,0.0113,0.9998,240
159957.OF,159971.OF,华夏创业板ETF,富国创业板ETF,1.1317,98.8593,inf,0.0114,1.0000,240
510350.OF,560350.OF,工银沪深300ETF,摩根中证A50ETF,0.0857,98.8543,inf,0.0115,0.9923,240
159330.OF,510180.OF,东财沪深300ETF,华安上证180ETF,5.8017,98.8460,inf,0.0115,0.9975,240
561300.OF,561930.OF,国泰沪深300增强策略ETF,招商沪深300ETF,-1.1810,98.8370,inf,0.0116,0.9985,240
560530.OF,563800.OF,摩根中证A500ETF,广发中证A500ETF,0.9812,98.8348,inf,0.0117,0.9999,233
159792.OF,513770.OF,富国中证港股通互联网ETF,华宝中证港股通互联网ETF,2.8173,98.8299,inf,0.0117,0.9997,240
515950.OF,516820.OF,富国中证医药50ETF,平安中证医药及医疗器械创新ETF,6.9325,98.8153,inf,0.0118,0.9965,240
159692.OF,159993.OF,东财中证证券公司30ETF,鹏华国证证券龙头ETF,0.9021,98.8121,inf,0.0119,0.9988,240
588380.OF,588400.OF,富国中证科创创业50ETF,嘉实中证科创创业50ETF,1.0240,98.8002,inf,0.0120,1.0000,240
