factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha191.alpha129,-0.05138591838781467,-3.5154794337969544,-0.06574599938027154,-2.9994257964484694,-0.014705578320769384,0.2777777777777778,0.75,-0.0007480629776459896,0.005510885927083067
alpha191.alpha130,-0.00244822906623227,-0.5532103775449142,0.02299243813115716,3.089428582136775,-0.001240093199743266,0.5079365079365079,0.75,0.006061774577665795,0.004975589511941429
alpha191.alpha131,0.02999473457887627,3.3956738008024883,0.0022985047610749845,0.2158739716500017,0.008781411274466387,0.527027027027027,0.5,0.004644445134671642,0.0005450173992406407
alpha191.alpha132,-0.056277145249197795,-2.9345601647050805,-0.10770320950395698,-4.428618881491336,-0.017893163177550634,0.3380281690140845,1.0,-0.002266558846099556,0.0068714073374149575
alpha191.alpha133,-0.02677433120976466,-2.019105369328626,-0.050316832030667544,-3.37551492498849,-0.010290250337570663,0.36619718309859156,0.75,0.0014595140936918861,0.004419595703010517
alpha191.alpha134,-0.049855615188076706,-2.9446656825859927,-0.05896135837472494,-3.210167288055653,-0.019364023470317238,0.4027777777777778,0.5,-0.00042272716925593996,0.004118477278225214
alpha191.alpha135,-0.06652258839837338,-3.6157235847804445,-0.088336962457751,-4.527347842624039,-0.017823765633246644,0.3888888888888889,1.0,-0.0011209859717074128,0.006568156309443953
alpha191.alpha136,0.025136347617738492,2.701307854367209,0.030762077830838258,2.423515708304106,0.015008957996121678,0.684931506849315,0.5,0.006400140133881075,0.0026563921164996234
alpha191.alpha137,0.009699911252562027,0.6379385308534513,-0.023806168399433635,-1.2849343411932823,0.010252270478914787,0.6,0.5,0.001687414144724577,0.0020585284191954913
alpha191.alpha138,-0.05165948311722164,-1.0401450736630675,-0.029834761079723843,-0.5973032972851764,-0.00011380565308525359,0.02,0.75,0.003502545196255497,0.008770021798933453
alpha191.alpha139,0.030756124718252356,3.2547028023421736,0.05132668614250015,3.9840307143829348,0.008700710236757442,0.6301369863013698,1.0,0.0064480274796383,0.0014363859417516587
alpha191.alpha140,-0.0011293397092471376,-0.09094404536898516,0.05933197420638025,3.950070843027518,0.006233668794183554,0.5636363636363636,0.5,0.003993633222773364,0.0035758208893539338
alpha191.alpha141,0.014538555965309277,2.3276452467479083,0.01803178824623436,2.684280039012226,0.0015682788079715278,0.5142857142857142,0.5,0.00377955661680022,0.001471313649728824
alpha191.alpha142,-0.006417554832201261,-0.5273010879818298,-0.019742295972714655,-1.3150515501119115,-0.011756470346674508,0.37142857142857144,0.5,-5.0664821139360393e-05,0.004040462419312473
alpha191.alpha144,-0.017525804740690872,-0.8701319620575014,-0.054162874418583945,-1.9644727401299038,-0.0022047908838167753,0.5070422535211268,0.75,0.0003740414742271063,0.0024610023566865942
alpha191.alpha145,-0.03598632800953941,-3.0491826492470193,-0.056135785617248156,-4.166074979582698,-0.016757114572691936,0.3142857142857143,0.75,-0.0004220378057247586,0.004330343918844211
alpha191.alpha146,0.012977190327643088,1.1648006454810464,-0.001332715199710461,-0.10865699817051967,0.008848004376563795,0.5633802816901409,0.5,0.0037433375496387844,0.0025023055335399186
alpha191.alpha147,-0.06096886469256427,-3.9843691775920855,-0.06542748123554734,-3.6918188064130653,-0.020569631264183968,0.3,0.5,-0.0020093469163548513,0.003896011292851275
alpha191.alpha148,0.02222545944861917,2.5740135459084934,0.04854883665395458,4.214422476613402,-0.0010715186492475503,0.4745762711864407,1.0,0.0059493857080741485,0.0031440051789848934
alpha191.alpha149,0.014263784306609286,1.2884009059966484,0.05457162729000274,3.604407876765724,0.0024527285177463353,0.6666666666666666,0.5,0.0011769145886374175,-0.0016736786007763974
alpha191.alpha150,-0.07719837158524251,-5.80704025642695,-0.0758054008409596,-4.243813002451537,-0.03263441252404751,0.15789473684210525,1.0,-0.002486936340912251,0.008833500039586857
alpha191.alpha151,-0.06765983300157155,-4.0122308565073075,-0.08768438912114938,-4.65932437274119,-0.018299935780610208,0.3380281690140845,0.5,-0.0022480942927288732,0.004886631936112753
alpha191.alpha152,-0.018055025940685837,-1.159168209071139,-0.032824099401309356,-1.6513823913441408,-0.003500744470789798,0.4117647058823529,0.5,0.00257316581250097,0.004458877518441473
alpha191.alpha153,-0.05673589350703481,-4.658041565402699,-0.047064247752094814,-2.7561993944539886,-0.027732872774411735,0.12857142857142856,1.0,-0.0018905947642454343,0.00626780194827006
alpha191.alpha154,-0.0023770948116942,-0.3990449181023958,0.0077871782397359824,0.9334906513899859,-0.00220226253290329,0.20833333333333334,0.5,0.00397310082746948,0.004168311291894095
alpha191.alpha155,-0.031325179163318236,-2.425334791431102,-0.03357613936345722,-2.3860640355086287,-0.014214299023045999,0.32894736842105265,0.5,0.0002310921853031198,0.004282069819149634
alpha191.alpha156,0.03094390025630147,2.632358417118151,0.07426593406587129,5.021191874594211,0.018545508220707684,0.6986301369863014,0.5,0.005068691603340351,-0.0007512187778062228
alpha191.alpha157,0.02164284836006172,1.826891034333937,0.05004469283328677,3.513513888081812,0.008641030585221667,0.5753424657534246,0.75,0.005139523129021721,0.00222423950670823
alpha191.alpha158,-0.051339548705894945,-2.774056056966592,-0.08117730583872822,-3.527636068651303,-0.024542270129184002,0.27631578947368424,0.5,0.0005537656162542951,0.004830614444837346
alpha191.alpha159,-0.017313101373891433,-0.8383108633737553,-0.10164880042740113,-3.5565697140268195,-0.01693175556482953,0.35714285714285715,0.75,-0.0025538894021203836,0.002908886088292495
alpha191.alpha160,-0.03717134997906504,-2.1489887424480063,-0.05509965064355696,-2.1754987510017174,-0.012480662792950827,0.36619718309859156,0.75,8.992977288053538e-05,0.0049634718145772925
alpha191.alpha161,-0.08057900834029784,-4.878415384331274,-0.09695644635876362,-4.51108415698475,-0.026713869149372363,0.20833333333333334,0.75,-0.002421913866516878,0.00640564442958294
alpha191.alpha162,-0.0010777735783763494,-0.07915032908211687,-0.006384368531700294,-0.39050581724713934,0.00023572923200108588,0.5694444444444444,0.5,0.0034704760176826293,0.0027278151440814726
alpha191.alpha163,-0.004369577245928018,-0.330226360064896,-0.0037490345486419357,-0.22342457826508935,0.0015172516878636752,0.49295774647887325,0.75,-9.665691398321758e-05,0.0003836309993863335
alpha191.alpha164,-0.00115684801110838,-0.26070408870311557,-0.031544307992830464,-3.346980260384615,-0.004348255177545037,0.4305555555555556,0.5,0.003448196827143554,0.007149665678030329
alpha191.alpha165,-0.02910853739493561,-3.017106424456002,-0.01648090382141158,-1.1952615847874222,-0.010044528222017006,0.3181818181818182,0.75,0.0021501368012879396,0.006211579032081759
alpha191.alpha166,-0.020420049140861048,-1.2459270270231346,-0.03139875517051907,-1.6397964469402273,-0.009101300608049425,0.47761194029850745,0.5,0.0014665326731161206,0.0037986095859836363
alpha191.alpha167,-0.08831616396556903,-5.183877455358069,-0.10227341576074814,-5.195329870343988,-0.03071235634374253,0.19444444444444445,0.5,-0.0026960005336690036,0.005930857519663231
alpha191.alpha168,0.04304266410891791,2.9931741139279127,0.04400363563268979,2.851527213061329,0.01630073426757166,0.676056338028169,0.5,0.003611625901626394,3.3686798656746086e-05
alpha191.alpha169,-0.033067297088098746,-2.3294218032200735,-0.043746861928881005,-2.569806741289645,-0.010913867199094925,0.42028985507246375,0.5,-0.0009654463699575972,0.0037625956674702697
alpha191.alpha170,-0.00021770692454864093,-0.018585140235010036,0.00322768782664619,0.1972117142258915,0.001884605697820802,0.5633802816901409,0.5,0.003138302227868961,0.0014399886998106022
alpha191.alpha171,-0.0009101838138695296,-0.07504153363602191,-0.0036882384484077497,-0.28076738180489924,0.004210260895302488,0.6052631578947368,0.5,0.005625792378416538,0.0038223092035967296
alpha191.alpha172,-0.01203350667115856,-1.0103925314784918,-0.010778825935499014,-0.7644138506070575,-0.008620785877380828,0.352112676056338,0.75,0.002259799582999128,0.00355006073857665
alpha191.alpha173,-0.0677909054348773,-5.637950811759148,-0.05867579244902821,-3.482613512572467,-0.032910561853526095,0.14473684210526316,1.0,-0.0015417419683576136,0.008302731828336582
alpha191.alpha174,-0.05746282493807822,-3.164942108543604,-0.06821727693380883,-2.7244985817546077,-0.020114411229618444,0.2535211267605634,0.75,-0.0012858584428637981,0.005537616637593463
alpha191.alpha175,-0.09146165778924958,-5.558380574164263,-0.10813090386594512,-5.252861176858632,-0.03274001393627731,0.14864864864864866,0.75,-0.0037831488543045555,0.006149623849801307
alpha191.alpha176,-0.00938268726462523,-1.4505551174298064,-0.03831631542793142,-5.037030142548549,-0.004845802891460003,0.4305555555555556,0.75,0.0031488765340155975,0.0048582809822067426
alpha191.alpha177,-0.02633926669970604,-2.2681457689552387,-0.050831809927556475,-3.8334972875423516,-0.003035451189771382,0.43661971830985913,0.5,0.0009667839987617652,0.00426352875608763
alpha191.alpha178,-0.00172198940753095,-0.10814623533149831,-0.005648267572144783,-0.2801350417786429,0.005231598290990359,0.5066666666666667,0.75,0.0023239917065185764,0.0013269072174264616
alpha191.alpha179,-0.016144630932225394,-1.9901002198815771,-0.030878697433292534,-3.4572141749441307,-0.0040151624024945525,0.4126984126984127,0.5,0.003575953318612571,0.005688632926413566
alpha191.alpha180,0.019280882119880095,1.6311167280264334,0.012423187548020995,0.8441292913852771,0.003778923729752031,0.6,0.75,0.004698487832735608,0.0032139797611214324
alpha191.alpha181,0.027111736393556584,1.685684459232475,0.034176902317883964,1.797117695963429,0.010366693494031142,0.5373134328358209,0.75,0.004423036872778643,0.0008084178678981336
alpha191.alpha182,0.03614742178276531,3.3816682230814337,0.04535384969131768,3.1367601760545867,0.005982785968262869,0.6338028169014085,1.0,0.005605150829764791,0.0010213103439839174
alpha191.alpha183,-0.005306894206461075,-0.4351282053783159,0.01167770171769552,0.7187353847301465,-0.00012257028621439996,0.48333333333333334,0.75,0.004089981266252439,0.004665838048706822
alpha191.alpha184,0.022385900494015898,1.5787240802372675,0.0376349305936325,2.448328494570483,0.011348970450688708,0.65625,0.75,0.002030955896609516,-0.0002664825249961795
alpha191.alpha185,0.013603115440754461,1.0582374942309019,0.045791620065255,2.705654035199853,0.006724256075086652,0.5789473684210527,0.75,0.004977640493370714,0.0021200399487052942
alpha191.alpha186,-0.013107060675959237,-1.069279763890314,-0.017932788435193428,-1.205818246881401,-0.003981515690736377,0.4142857142857143,0.5,0.0020515229411905245,0.003563433396965413
alpha191.alpha187,-0.07905343425071892,-4.692463392954158,-0.10233407153370885,-4.8705631350291485,-0.02573154083526055,0.22535211267605634,0.75,-0.0027874817652785177,0.005682284037257617
alpha191.alpha188,-0.02566183005307136,-2.3753799058772995,-0.027281905164806258,-2.0275968418997783,-0.008040624673324864,0.3684210526315789,0.75,0.0021795131192083243,0.00511997259247377
alpha191.alpha189,-0.0794042601764238,-4.885888460888511,-0.09840918709050399,-4.811119595439653,-0.02539908684207475,0.2602739726027397,0.75,-0.002136412813923003,0.006786784562156404
alpha191.alpha190,0.012584963993605357,1.4635427799800498,0.03866041918082131,3.706400286917943,0.005306167604074697,0.5970149253731343,1.0,0.004985377842227082,0.002913449483605696
alpha191.alpha191,-0.01672055781788959,-1.8360989874151985,-0.024545208803065186,-2.0862019697128495,-0.009213310165973864,0.35714285714285715,1.0,0.002291334082237621,0.005017531847481558
