code,name,hist30,hl,vol_score,hl_score_original,hl_score,total
159790.SZ,碳中和ETF,23.08,0.2007,59.27,57,34.66,53.46
159581.SZ,红利ETF万家,15.93,0.2252,43.86,64,70.5,53.39
159982.SZ,中证500ETF鹏华,24.74,0.1949,64.56,55,22.19,53.33
159657.SZ,疫苗ETF鹏华,24.13,0.1979,61.68,56,28.59,53.26
159775.SZ,电池ETF建信,21.91,0.2,59.07,57,34.66,53.2
515030.SH,新能源车ETF,22.54,0.1943,64.3,55,22.19,53.13
513060.SH,恒生医疗ETF博时,24.14,0.1821,69.13,52,10.9,53.0
161121.SZ,银行LOF易方达,11.84,0.2148,49.93,61,55.68,53.0
562600.SH,医疗器械ETF,19.34,0.2043,56.72,58,39.75,52.94
515680.SH,央企创新ETF嘉实,18.36,0.2244,43.47,64,70.5,52.87
161728.SZ,招商优选LOF,29.34,0.1571,72.78,44,1.96,52.81
159742.SZ,恒生科技ETF博时,22.47,0.2101,52.02,60,50.07,52.68
563030.SH,中证500增强ETF易方达,23.86,0.1972,61.23,56,28.59,52.68
159610.SZ,500ETF增强,22.26,0.1995,58.62,57,34.66,52.61
517360.SH,科技ETF沪港深,22.68,0.2204,47.39,62,60.7,52.55
511910.SH,融通货币ETF,0.56,0.3128,31.01,89,98.76,52.42
159567.SZ,港股创新药ETF,25.97,0.18,69.58,51,8.75,52.42
510880.SH,红利ETF华泰柏瑞,18.75,0.2085,54.11,59,44.71,52.35
159909.SZ,TMT50ETF招商,22.34,0.1778,70.1,50,7.11,52.28
159968.SZ,中证500ETF博时,25.31,0.1956,63.58,55,22.19,52.22
563090.SH,上证50增强ETF易方达,15.38,0.231,41.12,65,74.54,52.15
517880.SH,品牌消费ETF,15.32,0.2698,31.66,77,96.54,52.09
159773.SZ,创业板科技ETF华泰柏瑞,28.38,0.1943,63.45,55,22.19,52.02
165522.SZ,TMTLOF,24.69,0.1855,68.28,52,10.9,51.96
162216.SZ,宏利500增强LOF,22.18,0.19,65.47,54,17.3,51.89
159303.SZ,恒生医疗ETF大成,23.55,0.1822,68.02,52,10.9,51.83
562700.SH,汽车零部件ETF,23.56,0.2026,57.83,57,34.66,51.76
515890.SH,红利ETF博时,15.76,0.2214,44.52,63,65.47,51.7
159820.SZ,中证500ETF天弘,23.48,0.1947,62.99,55,22.19,51.63
508005.SH,华夏首创奥莱REIT,14.39,0.202,57.64,57,34.66,51.5
515700.SH,新能车ETF,22.75,0.1904,65.08,54,17.3,51.5
159922.SZ,中证500ETF嘉实,24.43,0.1936,62.92,55,22.19,51.44
160924.SZ,恒生指数LOF,16.55,0.2406,36.55,68,83.55,51.37
510030.SH,价值ETF,13.57,0.2352,37.73,67,80.55,51.31
510850.SH,上证50ETF工银,13.32,0.2338,38.64,66,78.39,51.24
161031.SZ,工业40LOF,22.9,0.2043,55.09,58,39.75,51.17
159797.SZ,医疗器械ETF汇添富,18.64,0.2144,48.24,61,55.68,51.11
163406.SZ,兴全合润LOF,21.63,0.2063,55.03,58,39.75,51.04
510050.SH,上证50ETF,13.32,0.2425,35.12,69,86.03,50.98
515910.SH,质量ETF中金,15.33,0.2349,37.4,67,80.55,50.91
159606.SZ,中证500成长ETF易方达,23.63,0.1936,62.4,55,22.19,50.85
165511.SZ,中信保诚500LOF,21.11,0.2015,56.66,57,34.66,50.78
516320.SH,高端装备ETF华夏,25.98,0.1826,66.78,52,10.9,50.72
512510.SH,中证500ETF华泰柏瑞,24.37,0.1901,63.97,54,17.3,50.65
159337.SZ,中证500ETF东财,23.09,0.1935,61.55,55,22.19,50.59
159974.SZ,央企创新ETF富国,18.4,0.2194,45.04,62,60.7,50.52
159521.SZ,国证2000ETF指数基金,21.89,0.2051,53.98,58,39.75,50.46
562530.SH,中证1000价值ETF,17.52,0.2194,44.91,62,60.7,50.39
159763.SZ,新材料ETF建信,25.69,0.1827,66.12,52,10.9,50.33
515100.SH,红利低波100ETF,12.24,0.2376,36.23,67,80.55,50.2
512750.SH,基本面50ETF嘉实,12.41,0.2418,33.88,69,86.03,50.2
159703.SZ,新材料ETF,25.47,0.1826,66.06,52,10.9,50.13
508048.SH,华安外高桥REIT,11.15,0.2293,38.71,65,74.54,50.07
513020.SH,港股科技ETF,24.38,0.204,53.52,58,39.75,50.0
515190.SH,中证500ETF中银证券,24.08,0.1983,58.29,56,28.59,49.93
501022.SH,银华鑫盛LOF,17.3,0.2232,42.43,63,65.47,49.87
561510.SH,中药ETF华泰柏瑞,13.53,0.2404,34.66,68,83.55,49.8
560500.SH,500质量成长ETF,22.15,0.1965,58.09,56,28.59,49.74
501036.SH,中证500LOF,19.28,0.2016,55.42,57,34.66,49.67
515530.SH,中证500ETF泰康,26.02,0.1924,62.73,54,17.3,49.61
515250.SH,智能汽车ETF,24.66,0.2009,55.29,57,34.66,49.54
159510.SZ,沪深300价值ETF,12.48,0.2349,35.57,67,80.55,49.48
159888.SZ,智能汽车ETF华夏,23.65,0.2032,53.0,58,39.75,49.41
516660.SH,新能源车ETF基金,22.16,0.1933,60.44,55,22.19,49.35
513970.SH,恒生消费ETF,18.79,0.2304,37.92,65,74.54,49.28
161026.SZ,国企改革LOF,14.67,0.2364,35.18,67,80.55,49.22
506006.SH,汇添富科创板,20.19,0.2055,52.61,58,39.75,49.15
513810.SH,港股国企ETF,18.73,0.2172,43.54,62,60.7,49.09
501188.SH,添富核心精选LOF,28.7,0.1696,67.56,48,4.63,49.02
511980.SH,现金添富ETF,3.25,0.3268,27.09,93,99.02,48.96
159323.SZ,港股通汽车ETF,22.92,0.2359,34.99,67,80.55,48.89
501085.SH,财通科创LOF,22.31,0.2169,45.63,61,55.68,48.83
160215.SZ,国泰价值LOF,22.69,0.2016,54.63,57,34.66,48.76
560100.SH,中证500增强ETF南方,23.71,0.1929,59.92,55,22.19,48.69
159661.SZ,A100ETF嘉实,13.67,0.2109,47.91,60,50.07,48.63
501098.SH,科创建信LOF,26.94,0.1757,66.32,50,7.11,48.56
159679.SZ,中证1000增强ETF国泰,20.03,0.2092,50.2,59,44.71,48.5
510530.SH,中证500ETF工银,26.33,0.1881,63.32,53,13.97,48.43
515450.SH,红利低波50ETF,11.53,0.2366,34.73,67,80.55,48.37
159678.SZ,500增强ETF博时,23.46,0.1954,59.66,55,22.19,48.3
516360.SH,新材料ETF,25.23,0.1842,64.43,52,10.9,48.24
510710.SH,上证50ETF博时,12.94,0.2423,32.18,69,86.03,48.17
562390.SH,中药ETF银华,13.55,0.243,32.11,69,86.03,48.11
510090.SH,责任ETF建信,13.08,0.2526,29.31,72,92.49,48.04
508099.SH,建信中关村REIT,5.73,0.2365,34.4,67,80.55,47.98
560330.SH,沪深300价值ETF申万菱信,12.92,0.2403,33.09,68,83.55,47.91
513150.SH,港股通科技ETF华泰柏瑞,23.04,0.2082,49.61,59,44.71,47.85
513260.SH,恒生科技ETF汇添富,21.65,0.2158,44.78,61,55.68,47.78
159605.SZ,中概互联ETF,21.31,0.2096,49.48,59,44.71,47.72
562910.SH,高端制造ETF易方达,24.71,0.1839,63.84,52,10.9,47.65
510290.SH,上证380ETF南方,20.27,0.2017,53.59,57,34.66,47.58
159519.SZ,港股国企ETF国泰,19.66,0.2076,49.15,59,44.71,47.52
501037.SH,中证500LOFC,29.38,0.1784,65.21,50,7.11,47.45
159740.SZ,恒生科技ETF大成,21.97,0.2127,46.67,60,50.07,47.39
159872.SZ,智能网联汽车ETF,23.35,0.199,55.74,56,28.59,47.32
510060.SH,央企ETF工银,10.85,0.2562,27.74,73,93.86,47.26
159701.SZ,物联网ETF招商,25.53,0.1883,61.95,53,13.97,47.19
159778.SZ,工业互联网ETF鹏华,23.16,0.2038,50.85,58,39.75,47.13
159891.SZ,医疗ETF建信,20.49,0.1958,58.36,55,22.19,47.06
561950.SH,中证500增强ETF招商,24.52,0.188,61.81,53,13.97,47.0
562340.SH,中证500成长ETF银华,22.18,0.2056,50.72,58,39.75,46.93
561550.SH,500增强ETF,23.68,0.1879,61.75,53,13.97,46.87
511900.SH,富国货币ETF,0.18,0.3402,25.07,97,99.41,46.8
159960.SZ,恒生中国企业ETF,17.87,0.2396,31.72,68,83.55,46.74
160119.SZ,500ETF联接LOF,20.53,0.199,55.16,56,28.59,46.67
161035.SZ,医药增强LOF,13.95,0.2323,33.75,66,78.39,46.61
161726.SZ,生物医药LOF,16.83,0.1824,62.66,52,10.9,46.54
520600.SH,港股汽车ETF,22.84,0.238,32.77,67,80.55,46.41
160918.SZ,中小盘LOF,16.13,0.2379,32.77,67,80.55,46.41
159533.SZ,中证2000ETF博时,24.93,0.1867,61.29,53,13.97,46.34
159910.SZ,基本面120ETF嘉实,16.54,0.2197,41.25,62,60.7,46.28
511690.SH,交易货币ETF大成,0.15,0.3375,24.48,96,99.22,46.21
506002.SH,易方达科创板,26.51,0.1827,62.27,52,10.9,46.15
159906.SZ,深成长ETF大成,24.06,0.1969,54.63,56,28.59,46.08
159886.SZ,机械ETF富国,22.65,0.199,54.57,56,28.59,45.95
159895.SZ,物联网ETF易方达,25.21,0.1885,60.84,53,13.97,45.95
180302.SZ,华夏深国际REIT,10.89,0.2392,31.01,68,83.55,45.89
159795.SZ,智能汽车ETF汇添富,24.19,0.1967,54.5,56,28.59,45.82
511820.SH,鹏华添利ETF,0.31,0.3384,24.15,96,99.22,45.76
159592.SZ,A50ETF基金,14.02,0.245,29.77,69,86.03,45.69
159307.SZ,红利低波100ETF博时,10.97,0.2332,33.03,66,78.39,45.63
513900.SH,港股通100ETF,18.62,0.2181,40.6,62,60.7,45.56
162711.SZ,中证500LOF,20.93,0.2022,51.7,57,34.66,45.5
513920.SH,港股通央企红利ETF,22.9,0.1925,59.01,54,17.3,45.43
501061.SH,金选300C类LOF,39.21,0.1718,63.71,49,5.94,45.37
513800.SH,日本东证指数ETF南方,20.2,0.2238,38.19,63,65.47,45.3
159711.SZ,港股通50ETF华夏,19.09,0.2357,31.59,67,80.55,45.23
162721.SZ,广发积极FOF-LOF,27.71,0.2655,25.2,75,95.43,45.17
159528.SZ,国企改革ETF富国,15.34,0.229,34.14,65,74.54,45.1
516790.SH,医疗ETF华泰柏瑞,19.14,0.2113,44.58,60,50.07,45.04
513550.SH,港股通50ETF,18.97,0.2283,34.01,65,74.54,44.97
162715.SZ,广发聚源LOF,1.78,0.2557,25.46,73,93.86,44.91
160631.SZ,银行LOF基金,11.18,0.1963,53.13,56,28.59,44.78
511810.SH,货币ETF南方,0.22,0.3428,22.78,97,99.41,44.78
159935.SZ,中证500ETF景顺,23.93,0.1895,57.9,54,17.3,44.71
560030.SH,800价值ETF汇添富,14.97,0.2248,35.05,64,70.5,44.65
516960.SH,机械ETF国泰,22.2,0.1999,50.39,57,34.66,44.58
161222.SZ,国投瑞利LOF,12.61,0.2235,37.14,63,65.47,44.52
513140.SH,港股金融ETF,21.18,0.1986,52.94,56,28.59,44.45
562990.SH,碳中和ETF易方达,22.39,0.1836,60.51,52,10.9,44.39
160716.SZ,基本面50LOF,11.27,0.252,26.11,71,91.06,44.32
501064.SH,国泰价值LOF,23.76,0.1712,63.12,48,4.63,44.26
516260.SH,物联网ETF华夏,23.76,0.1929,55.55,55,22.19,44.19
561230.SH,中证A50ETF工银,14.27,0.2366,30.48,67,80.55,44.13
160925.SZ,沪深港300LOF,15.91,0.2429,28.0,69,86.03,44.06
510900.SH,恒生中国企业ETF易方达,18.92,0.2303,32.9,65,74.54,43.99
510990.SH,180ESGETF工银,14.21,0.2329,31.2,66,78.39,43.93
512390.SH,平安MSCI低波ETF,13.95,0.2367,30.09,67,80.55,43.86
501189.SH,嘉实产业优选LOF,19.15,0.2162,40.73,61,55.68,43.8
560350.SH,中证A50ETF摩根,14.09,0.2419,27.68,69,86.03,43.73
515090.SH,可持续发展ETF博时,12.98,0.2456,26.37,70,88.77,43.67
530050.SH,上证50ETF东财,12.87,0.2307,32.44,65,74.54,43.6
561300.SH,沪深300增强ETF国泰,13.95,0.2222,36.29,63,65.47,43.54
180301.SZ,红土创新盐田港REIT,13.77,0.2144,40.47,61,55.68,43.47
159549.SZ,红利低波ETF天弘,11.74,0.2283,32.38,65,74.54,43.41
508058.SH,中金厦门安居REIT,11.47,0.2035,47.13,58,39.75,43.34
159639.SZ,碳中和ETF南方,22.63,0.1841,59.46,52,10.9,43.28
159617.SZ,中证500价值ETF华夏,20.12,0.205,47.0,58,39.75,43.21
561280.SH,中证1000增强ETF工银,22.01,0.1907,56.53,54,17.3,43.08
512290.SH,生物医药ETF,17.84,0.1903,56.53,54,17.3,43.08
159641.SZ,碳中和ETF招商,22.49,0.1875,57.9,53,13.97,42.95
516500.SH,生物科技ETF,20.0,0.1953,54.37,55,22.19,42.95
560060.SH,碳中和ETF汇添富,22.0,0.1897,56.46,54,17.3,42.89
516980.SH,证券ETF先锋,12.3,0.2474,25.78,70,88.77,42.82
517170.SH,沪港深500ETF华夏,20.47,0.1987,51.57,56,28.59,42.75
561370.SH,中证2000ETF国泰,21.82,0.1994,51.31,56,28.59,42.69
159907.SZ,2000ETF,23.39,0.1988,51.24,56,28.59,42.62
516520.SH,智能驾驶ETF,24.22,0.1946,53.85,55,22.19,42.56
159898.SZ,医疗器械ETF招商,18.39,0.2145,39.49,61,55.68,42.43
159838.SZ,医药50ETF博时,13.96,0.2173,37.34,62,60.7,42.43
560080.SH,中药ETF,12.86,0.2424,26.44,69,86.03,42.36
560990.SH,科技先锋ETF中金,17.55,0.2137,39.36,61,55.68,42.3
159965.SZ,央视50ETF国联,11.8,0.2593,22.39,74,94.84,42.23
159536.SZ,中证2000ETF汇添富,21.98,0.1884,56.98,53,13.97,42.17
511800.SH,易方达货币ETF,0.21,0.3416,20.23,97,99.41,42.1
501097.SH,科创国寿LOF,17.32,0.2252,32.57,64,70.5,42.04
511830.SH,华泰货币ETF,0.31,0.3222,20.37,92,98.89,41.97
159647.SZ,中药ETF,12.9,0.238,28.2,67,80.55,41.91
160125.SZ,南方香港LOF,19.98,0.1913,55.29,54,17.3,41.84
501065.SH,经典成长,13.67,0.2214,34.6,63,65.47,41.78
563080.SH,中证A50ETF易方达,13.79,0.2399,26.63,68,83.55,41.71
561190.SH,碳中和ETF富国,22.35,0.1813,58.68,51,8.75,41.64
588700.SH,科创医药ETF嘉实,17.68,0.2119,40.8,60,50.07,41.58
512550.SH,富时A50ETF嘉实,10.4,0.2304,30.09,65,74.54,41.51
508007.SH,中金山东高速REIT,7.28,0.2569,21.61,73,93.86,41.45
159531.SZ,中证2000ETF,21.8,0.1931,52.28,55,22.19,41.32
563300.SH,中证2000ETF,21.18,0.1963,49.54,56,28.59,41.32
159517.SZ,中证800增强ETF银华,18.59,0.2093,42.62,59,44.71,41.25
159640.SZ,碳中和龙头ETF工银,22.3,0.1854,57.05,52,10.9,41.19
159306.SZ,汽车零件ETF,22.44,0.1941,52.09,55,22.19,41.12
560560.SH,碳中和ETF泰康,20.91,0.2015,46.74,57,34.66,41.06
161131.SZ,易方达科润LOF,20.44,0.2063,44.32,58,39.75,40.99
501303.SH,恒生中型股LOF,17.14,0.2332,27.74,66,78.39,40.93
163114.SZ,申万环保LOF,20.58,0.2052,44.26,58,39.75,40.86
513190.SH,港股通金融ETF,18.57,0.2071,42.04,59,44.71,40.8
180105.SZ,易方达广开产园REIT,10.81,0.1965,48.89,56,28.59,40.67
160613.SZ,鹏华盛世创新LOF,13.85,0.2623,20.5,74,94.84,40.67
159685.SZ,1000增强ETF天弘,20.61,0.1912,53.72,54,17.3,40.6
510180.SH,上证180ETF,13.89,0.2237,32.96,63,65.47,40.54
180402.SZ,工银蒙能清洁能源REIT,15.12,0.1549,60.05,44,1.96,40.47
510040.SH,上证180ETF鹏华,15.11,0.2161,36.88,61,55.68,40.4
560550.SH,碳中和ETF广发,21.82,0.1827,55.94,52,10.9,40.34
515770.SH,MSCI中国A股ETF摩根,16.65,0.2093,41.45,59,44.71,40.27
159889.SZ,智能汽车ETF,23.4,0.1953,51.04,55,22.19,40.21
159512.SZ,汽车ETF,15.08,0.2736,18.86,78,97.26,40.14
161115.SZ,易基岁丰添利LOF,1.35,0.1704,58.55,48,4.63,40.08
517550.SH,沪港深消费龙头ETF招商,15.99,0.2498,21.41,71,91.06,40.01
512870.SH,杭州湾区ETF南华,19.0,0.2107,38.97,60,50.07,39.95
520520.SH,恒生消费ETF华泰柏瑞,17.23,0.2296,28.39,65,74.54,39.88
512190.SH,浙商之江凤凰ETF,19.59,0.1984,47.98,56,28.59,39.82
159966.SZ,创业板价值ETF,20.71,0.2093,40.99,59,44.71,39.75
159929.SZ,医药ETF,15.91,0.2053,43.08,58,39.75,39.69
159593.SZ,中证A50指数ETF,12.84,0.2418,23.17,69,86.03,39.56
159913.SZ,深价值ETF交银,15.94,0.2448,23.17,69,86.03,39.56
163001.SZ,长信医疗LOF,16.08,0.2136,36.16,61,55.68,39.49
159883.SZ,医疗器械ETF,18.78,0.2059,42.89,58,39.75,39.43
508069.SH,华夏南京交通高速公路REIT,14.98,0.1598,58.75,45,2.55,39.36
515950.SH,医药龙头ETF,14.98,0.21,38.38,60,50.07,39.3
508031.SH,国泰海通城投宽庭保租房REIT,7.8,0.2453,21.74,70,88.77,39.23
159712.SZ,港股通50ETF国泰,17.51,0.2456,21.67,70,88.77,39.16
508015.SH,中信建投明阳智能新能源REIT,12.22,0.1788,55.94,51,8.75,39.1
501087.SH,交银瑞丰LOF,11.52,0.2496,20.56,71,91.06,39.03
513660.SH,恒生ETF,18.69,0.222,31.33,63,65.47,38.97
159850.SZ,恒生国企ETF,18.4,0.2254,29.11,64,70.5,38.9
159355.SZ,800红利低波ETF,11.88,0.2186,33.29,62,60.7,38.84
562890.SH,A50ETF嘉实,13.57,0.2365,24.74,67,80.55,38.77
180501.SZ,红土创新深圳安居REIT,13.08,0.2167,35.38,61,55.68,38.71
516930.SH,生物科技ETF民生加银,20.31,0.1969,46.8,56,28.59,38.58
512770.SH,战略新兴ETF,21.18,0.1995,46.8,56,28.59,38.58
501032.SH,财通福盛混合LOF,19.29,0.2366,24.48,67,80.55,38.51
502000.SH,500增强LOF,18.92,0.201,44.13,57,34.66,38.45
512070.SH,证券保险ETF易方达,16.13,0.2237,30.87,63,65.47,38.38
159931.SZ,金融ETF,12.39,0.2454,20.82,70,88.77,38.32
160513.SZ,稳健债LOF,4.94,0.2419,21.87,69,86.03,38.25
530300.SH,上证180ETF华泰柏瑞,13.4,0.2088,39.56,59,44.71,38.19
159828.SZ,医疗ETF,20.48,0.1942,49.15,55,22.19,38.12
510650.SH,金融地产ETF华夏,12.82,0.2278,26.7,65,74.54,38.05
159630.SZ,A100ETF汇添富,15.23,0.2225,30.48,63,65.47,37.99
562360.SH,机器人ETF银华,22.89,0.1809,54.77,51,8.75,37.92
508068.SH,华夏北京保障房REIT,11.59,0.1948,48.96,55,22.19,37.86
515550.SH,中证500ETF国联,21.42,0.1909,51.04,54,17.3,37.79
159596.SZ,A50ETF华宝,13.16,0.2397,22.65,68,83.55,37.73
501082.SH,科创投资LOF,22.66,0.1695,56.4,48,4.63,37.66
159758.SZ,红利质量ETF,16.49,0.1982,46.08,56,28.59,37.6
159535.SZ,中证2000ETF嘉实,20.97,0.1933,48.76,55,22.19,37.53
161834.SZ,银华鑫锐LOF,11.74,0.2245,27.87,64,70.5,37.47
159847.SZ,医疗ETF易方达,20.26,0.1933,48.56,55,22.19,37.4
159699.SZ,恒生消费ETF,17.44,0.2369,23.5,67,80.55,37.34
168101.SZ,九泰锐智LOF,14.45,0.2259,27.55,64,70.5,37.27
164906.SZ,中概互联网LOF,20.49,0.1974,45.43,56,28.59,37.21
560220.SH,中证2000ETF广发,19.88,0.2066,38.45,59,44.71,37.14
530280.SH,上证180ETF指数基金,14.46,0.2312,23.89,66,78.39,37.08
165519.SZ,医药生物科技LOF,14.1,0.2198,31.4,62,60.7,37.01
159706.SZ,深证100ETF华安,15.55,0.2365,22.85,67,80.55,36.95
159569.SZ,港股红利低波ETF,19.11,0.188,51.37,53,13.97,36.88
161912.SZ,社会责任定开,19.66,0.1835,52.68,52,10.9,36.81
501210.SH,交银智选星光FOF,18.51,0.2043,40.21,58,39.75,36.75
166023.SZ,中欧瑞丰LOF,20.66,0.211,35.77,60,50.07,36.68
161225.SZ,国投瑞盈LOF,22.44,0.2091,38.05,59,44.71,36.62
512040.SH,价值100ETF,15.62,0.1999,42.36,57,34.66,36.55
561200.SH,中证A100ETF工银,17.34,0.2059,40.14,58,39.75,36.49
515660.SH,沪深300ETF国联安,13.21,0.2311,23.3,66,78.39,36.29
561180.SH,A100ETF,18.51,0.1986,44.65,56,28.59,36.29
560260.SH,医疗ETF广发,20.65,0.1955,47.39,55,22.19,36.29
159751.SZ,港股通科技ETF鹏华,22.54,0.2004,42.04,57,34.66,36.23
506001.SH,万家科创板,20.78,0.1801,53.0,51,8.75,36.16
159920.SZ,恒生ETF,18.61,0.2224,28.66,63,65.47,36.1
159328.SZ,家电ETF易方达,12.77,0.232,23.04,66,78.39,36.03
508019.SH,中金湖北科投光谷REIT,10.71,0.1854,51.96,52,10.9,35.97
159877.SZ,医疗ETF南方,18.74,0.2002,41.78,57,34.66,35.9
159541.SZ,创业板综ETF万家,20.98,0.2086,37.21,59,44.71,35.84
513090.SH,香港证券ETF易方达,19.07,0.1988,44.06,56,28.59,35.77
515750.SH,科技50ETF,22.09,0.197,43.99,56,28.59,35.7
160717.SZ,H股LOF,15.84,0.2464,18.08,70,88.77,35.64
161706.SZ,招商成长LOF,12.77,0.2272,25.85,64,70.5,35.51
513600.SH,恒生指数ETF南方,17.94,0.2241,25.85,64,70.5,35.51
159653.SZ,ESG300ETF,20.71,0.1967,43.73,56,28.59,35.38
530800.SH,上证180ETF银华,15.65,0.212,34.53,60,50.07,35.38
159800.SZ,中证800ETF鹏华,14.85,0.2285,24.02,65,74.54,35.31
159329.SZ,沙特ETF南方,16.29,0.2047,38.9,58,39.75,35.25
161037.SZ,高端制造LOF,21.31,0.1898,48.5,54,17.3,35.18
513690.SH,港股红利ETF博时,19.41,0.1738,53.26,49,5.94,35.12
501216.SH,富国行业精选FOF,17.88,0.2654,14.88,75,95.43,34.99
159973.SZ,民企ETF弘毅远方,19.05,0.2148,31.92,61,55.68,34.99
513990.SH,港股通ETF招商,18.71,0.2194,29.5,62,60.7,34.86
159677.SZ,中证1000增强ETF银华,18.59,0.1921,48.11,54,17.3,34.86
159992.SZ,创新药ETF,17.35,0.2237,27.42,63,65.47,34.79
530180.SH,上证180ETF易方达,16.34,0.2015,40.6,57,34.66,34.73
508018.SH,华夏中国交建REIT,7.93,0.1955,45.76,55,22.19,34.66
501009.SH,生物科技LOF,16.44,0.1911,47.85,54,17.3,34.6
517990.SH,沪港深医药ETF招商,19.89,0.2082,35.97,59,44.71,34.53
160512.SZ,博时卓越LOF,15.92,0.2055,37.99,58,39.75,34.46
162412.SZ,医疗基金LOF,17.77,0.196,42.75,56,28.59,34.4
511920.SH,广发货币ETF,0.27,0.3106,12.73,88,98.56,34.33
161028.SZ,新能源车LOF,20.42,0.1958,45.37,55,22.19,34.27
502006.SH,国企改革LOF,15.43,0.2194,28.85,62,60.7,34.2
161005.SZ,富国天惠LOF,15.19,0.2017,40.01,57,34.66,34.14
508028.SH,中信建投国家电投新能源REIT,6.9,0.2494,15.8,71,91.06,34.01
516110.SH,汽车ETF,16.85,0.2228,26.76,63,65.47,34.01
161017.SZ,500增强LOF,17.81,0.1956,45.3,55,22.19,33.81
513230.SH,港股通消费ETF华夏,18.42,0.2342,21.21,66,78.39,33.81
508089.SH,华夏特变电工新能源REIT,9.64,0.2109,33.36,60,50.07,33.81
501011.SH,中药基金LOF,11.08,0.2362,20.17,67,80.55,33.75
163415.SZ,兴全商业模式LOF,20.35,0.1929,45.17,55,22.19,33.68
159565.SZ,汽车零部件ETF易方达,21.99,0.1909,47.26,54,17.3,33.62
159933.SZ,金融地产ETF国投瑞银,13.07,0.2457,16.58,70,88.77,33.55
562660.SH,中证2000ETF华夏,20.83,0.1759,51.5,50,7.11,33.49
501048.SH,证券公司LOFC,11.83,0.2511,15.47,71,91.06,33.42
515920.SH,智能消费ETF博时,21.16,0.1962,42.23,56,28.59,33.36
159591.SZ,中证A50ETF,12.29,0.2366,19.91,67,80.55,33.22
159595.SZ,中证A50ETF大成,12.23,0.2444,17.56,69,86.03,33.22
512170.SH,医疗ETF,19.93,0.1955,44.84,55,22.19,33.16
163412.SZ,兴全轻资产LOF,19.26,0.2021,39.43,57,34.66,33.09
501062.SH,南方瑞合LOF,20.89,0.1558,53.33,44,1.96,33.03
159642.SZ,碳中和ETF大成,20.82,0.1855,48.11,53,13.97,32.96
515130.SH,沪深300ETF博时,12.88,0.2292,22.06,65,74.54,32.9
164705.SZ,恒生LOF,16.73,0.2447,17.1,69,86.03,32.83
180502.SZ,招商基金蛇口租赁住房REIT,10.82,0.1967,41.64,56,28.59,32.77
562000.SH,中证A100ETF基金,14.54,0.2166,30.03,61,55.68,32.7
501078.SH,科创配置LOF,18.85,0.2052,36.81,58,39.75,32.64
562580.SH,可选消费ETF,14.15,0.2509,14.62,71,91.06,32.57
501057.SH,新能源车LOF,21.29,0.1946,43.93,55,22.19,32.51
159371.SZ,创业板50ETF富国,21.41,0.1963,41.12,56,28.59,32.44
513070.SH,港股通消费ETF易方达,18.61,0.2277,21.41,65,74.54,32.38
502013.SH,一带一路LOF,12.36,0.248,15.21,70,88.77,32.31
159551.SZ,机器人ETF国泰,22.86,0.1761,50.07,50,7.11,32.25
159836.SZ,创业板300ETF天弘,21.58,0.1994,40.86,56,28.59,32.18
159680.SZ,中证1000增强ETF招商,19.34,0.1899,45.69,54,17.3,32.11
159940.SZ,金融地产ETF,12.6,0.2423,16.19,69,86.03,32.05
506008.SH,科创板长城,18.72,0.1714,50.98,48,4.63,31.98
159770.SZ,机器人ETF,23.16,0.1765,49.87,50,7.11,31.92
161610.SZ,融通领先成长LOF,16.95,0.1887,46.93,53,13.97,31.85
512890.SH,红利低波ETF华泰柏瑞,11.49,0.2041,35.84,58,39.75,31.79
160633.SZ,券商LOF,11.5,0.2477,14.82,70,88.77,31.72
501075.SH,科创主题LOF,22.49,0.1774,49.74,50,7.11,31.66
501307.SH,沪港深红利LOF,13.64,0.2129,30.94,60,50.07,31.59
159726.SZ,港股通高股息ETF华夏,18.34,0.1808,48.63,51,8.75,31.53
161019.SZ,富国天锋LOF,14.7,0.3086,10.12,88,98.56,31.46
513590.SH,港股通消费ETF鹏华,18.69,0.2365,17.82,67,80.55,31.33
515960.SH,医药ETF嘉实,15.2,0.2209,24.28,63,65.47,31.33
161229.SZ,国投中国价值LOF,11.67,0.2804,10.44,80,97.58,31.27
166001.SZ,中欧趋势LOF,20.35,0.1639,50.59,46,3.2,31.2
161122.SZ,生物科技LOF,17.72,0.1983,39.62,56,28.59,31.14
502056.SH,医疗基金LOF,19.22,0.1909,44.32,54,17.3,31.07
560090.SH,证券ETF汇添富,12.63,0.2467,13.58,70,88.77,31.01
159526.SZ,机器人ETF嘉实,22.46,0.1749,48.83,49,5.94,30.94
501093.SH,华夏翔阳LOF,19.63,0.1978,39.1,56,28.59,30.87
563350.SH,中证A50ETF,11.88,0.2338,17.69,66,78.39,30.81
159837.SZ,生物科技ETF易方达,18.15,0.2046,34.2,58,39.75,30.74
159312.SZ,恒指港股通ETF广发,18.02,0.2492,12.21,71,91.06,30.68
510130.SH,上证中盘ETF易方达,13.81,0.2138,27.28,61,55.68,30.61
166006.SZ,中欧成长LOF,21.55,0.1689,49.15,48,4.63,30.55
562060.SH,标普A股红利ETF华宝,12.34,0.2058,34.01,58,39.75,30.48
159532.SZ,中证2000ETF易方达,19.53,0.1907,43.6,54,17.3,30.42
159985.SZ,豆粕ETF,8.3,0.2269,20.76,64,70.5,30.35
