level_idx,level_px,qty,avg_cost,unrealized_pnl
-30,0.922000,0,0.000000,0.000000
-29,0.923000,0,0.000000,0.000000
-28,0.924000,0,0.000000,0.000000
-27,0.925000,0,0.000000,0.000000
-26,0.926000,0,0.000000,0.000000
-25,0.927000,0,0.000000,0.000000
-24,0.928000,0,0.000000,0.000000
-23,0.929000,0,0.000000,0.000000
-22,0.930000,0,0.000000,0.000000
-21,0.931000,0,0.000000,0.000000
-20,0.932000,0,0.000000,0.000000
-19,0.933000,0,0.000000,0.000000
-18,0.934000,0,0.000000,0.000000
-17,0.935000,0,0.000000,0.000000
-16,0.936000,0,0.000000,0.000000
-15,0.937000,0,0.000000,0.000000
-14,0.938000,0,0.000000,0.000000
-13,0.939000,0,0.000000,0.000000
-12,0.940000,0,0.000000,0.000000
-11,0.941000,0,0.000000,0.000000
-10,0.942000,0,0.000000,0.000000
-9,0.943000,0,0.000000,0.000000
-8,0.944000,0,0.000000,0.000000
-7,0.945000,0,0.000000,0.000000
-6,0.946000,0,0.000000,0.000000
-5,0.947000,0,0.000000,0.000000
-4,0.948000,0,0.000000,0.000000
-3,0.949000,0,0.000000,0.000000
-2,0.950000,0,0.000000,0.000000
-1,0.951000,0,0.000000,0.000000
0,0.952000,0,0.000000,0.000000
1,0.953000,0,0.000000,0.000000
2,0.954000,200,0.954000,0.000000
3,0.955000,300,0.955000,0.000000
4,0.956000,0,0.000000,0.000000
5,0.957000,0,0.000000,0.000000
6,0.958000,0,0.000000,0.000000
7,0.959000,0,0.000000,0.000000
8,0.960000,0,0.000000,0.000000
9,0.961000,0,0.000000,0.000000
10,0.962000,0,0.000000,0.000000
11,0.963000,0,0.000000,0.000000
12,0.964000,0,0.000000,0.000000
13,0.965000,0,0.000000,0.000000
14,0.966000,0,0.000000,0.000000
15,0.967000,0,0.000000,0.000000
16,0.968000,0,0.000000,0.000000
17,0.969000,0,0.000000,0.000000
18,0.970000,0,0.000000,0.000000
19,0.971000,0,0.000000,0.000000
20,0.972000,0,0.000000,0.000000
21,0.973000,0,0.000000,0.000000
22,0.974000,0,0.000000,0.000000
23,0.975000,0,0.000000,0.000000
24,0.976000,0,0.000000,0.000000
25,0.977000,0,0.000000,0.000000
26,0.978000,0,0.000000,0.000000
27,0.979000,0,0.000000,0.000000
28,0.980000,0,0.000000,0.000000
29,0.981000,0,0.000000,0.000000
30,0.982000,0,0.000000,0.000000
31,0.983000,0,0.000000,0.000000
32,0.984000,0,0.000000,0.000000
33,0.985000,0,0.000000,0.000000
34,0.986000,0,0.000000,0.000000
35,0.987000,0,0.000000,0.000000
36,0.988000,0,0.000000,0.000000
37,0.989000,0,0.000000,0.000000
38,0.990000,0,0.000000,0.000000
39,0.991000,0,0.000000,0.000000
40,0.992000,0,0.000000,0.000000
41,0.993000,0,0.000000,0.000000
42,0.994000,0,0.000000,0.000000
43,0.995000,0,0.000000,0.000000
44,0.996000,0,0.000000,0.000000
45,0.997000,0,0.000000,0.000000
46,0.998000,0,0.000000,0.000000
47,0.999000,0,0.000000,0.000000
48,1.000000,0,0.000000,0.000000
49,1.001000,0,0.000000,0.000000
50,1.002000,0,0.000000,0.000000
