factor,auto_label,usage,ic_future,ic_past_5d,ic_risk,ic_stability,monotonicity,top_bottom_spread,ic_future_vol,ic_future_drawdown,ic_past_1d,ic_past_3d,ic_past_10d
alpha191__alpha158,trend,alpha_core,0.18712853105158053,0.25879679038055065,0.29438160128719026,0.963963963963964,1.0,0.06158336473889087,0.3847315557325634,0.20403164684181707,0.13953683164574504,0.22659241713009945,0.3026659109872686
alpha158__std_10,trend,alpha_core,0.20243423733959304,0.07857562833250828,0.30112710572046464,0.9575471698113207,1.0,0.06596583624027841,0.4007760477842385,0.20147816365669086,-0.0322563980772482,0.020908504070410686,0.25378224368353886
alpha158__std_5,trend,alpha_core,0.17745876785037565,0.21522290802482358,0.2765050052072706,0.9539170506912442,1.0,0.059086767660249714,0.3632340082601275,0.18977600215441373,-0.015966755945372984,0.09413017836218197,0.2853709612302213
alpha191__alpha159,trend,alpha_core,0.23629261957471115,0.11245134187782568,0.3463624413353324,0.9494949494949495,1.0,0.07579159592749445,0.46055635681088636,0.23216852585977843,-0.02391368148150199,0.04049906381981894,0.24918060241126522
alpha191__alpha045,trend,alpha_core,0.07332093488514285,0.11829604233378971,0.10142795151048993,0.9491525423728814,0.75,0.021589025182066623,0.1322819541317935,0.07057394888918636,0.0639504327312164,0.09601294310280942,0.22152770081170362
alpha158__amplitude_10,trend,alpha_core,0.23011398472849143,0.06290798477660847,0.33484538128572705,0.9483568075117371,1.0,0.0738696765070598,0.44700515616120534,0.2226856064102487,-0.03919529820239941,0.005996862305249421,0.24376083431033926
alpha191__alpha097,trend,alpha_core,0.1388257632420885,0.0826958913779814,0.26052384907651854,0.9483568075117371,1.0,0.047549193215567664,0.3334939523950705,0.1875537457579666,-0.028590024732492912,0.028108026683097618,0.2392175893545459
alpha158__amount_mean_5_ratio,trend,alpha_core,0.1524493895287337,0.1117984463994526,0.27101023326502544,0.944954128440367,1.0,0.05221527256154171,0.34907603259115044,0.19294443393890046,-0.04639322732704756,0.01843497417905963,0.23140323184302602
alpha158__std_20,trend,alpha_core,0.21157591478297083,0.01874420538208653,0.29978156532639877,0.9405940594059405,1.0,0.06675498431506405,0.4024463606516454,0.1971167700011522,-0.038091274537751636,-0.01225507106827773,0.10718359280877396
alpha158__amplitude_20,trend,alpha_core,0.23459015495951813,0.0047676868390208035,0.32197372967772825,0.9359605911330049,1.0,0.07323333619363337,0.43533593186726516,0.20861152748819134,-0.04289120835477434,-0.022709450266924357,0.0911528905866833
alpha191__alpha100,trend,alpha_core,0.137004465548295,0.022659294744157985,0.24513435011459847,0.9359605911330049,1.0,0.04630706892252755,0.31676986165850224,0.1734988385706947,-0.03904867606347286,-0.009012648628494352,0.1026905706309057
alpha191__alpha081,trend,alpha_core,0.15218171999397023,0.021134474878213145,0.25462078987467235,0.9279279279279279,1.0,0.05018618391525437,0.33387082249770894,0.17537075725163576,-0.03890030702318042,-0.011295733365689214,0.10110644369125849
alpha158__return_mean_60,trend,alpha_core,0.12826568662189167,0.18913895682914086,0.20872124667420544,0.9197530864197531,0.75,0.048620369696382656,0.26921368336261065,0.1482288099858002,0.06646359175615259,0.13910116105553041,0.2981711333291285
alpha158__kbar_body_ratio,trend,alpha_core,0.10556049486232542,0.1610075360254801,0.1636135265989996,0.918918918918919,1.0,0.03449007025170374,0.21319109319046375,0.11403596000753546,0.118271921153726,0.14834014279971736,0.17863451817655618
alpha158__ret_60,trend,alpha_core,0.11517860743013657,0.20052222716196305,0.19136274329949204,0.9135802469135802,0.75,0.04479031463710095,0.24459233143361345,0.13813315516537067,0.07275736336164021,0.14870728536859296,0.3111408623152621
alpha191__alpha067,trend,alpha_core,0.10926632284392915,0.5174842740498741,0.19305227337310543,0.8868778280542986,1.0,0.04295677332080561,0.2443220642545227,0.14178248249168818,0.2291051341019436,0.40881525740161456,0.6733268203259082
alpha191__alpha051,trend,alpha_core,0.07964057155017512,0.4949284650409223,0.13330299542945148,0.8761904761904762,1.0,0.030465373907302792,0.1712452663550697,0.09536072450383325,0.11914856191796191,0.35520264495674964,0.7533281122560955
alpha191__alpha050,trend,alpha_core,0.07964042879149504,0.49492851957775014,0.1333028787017847,0.8761904761904762,1.0,0.030465373907302792,0.17124509000400964,0.09536066739955978,0.11914862762604592,0.3552027379568382,0.7533281325346932
alpha158__price_range_position_60,trend,alpha_core,0.10574910448446807,0.4288025905675442,0.15205626571705885,0.8711656441717791,1.0,0.04198336670756207,0.20178883715535698,0.10232369427876072,0.20048080081313663,0.3436705309418687,0.5550813389970892
alpha191__alpha128,trend,alpha_core,0.0674019834100338,0.4089745399565387,0.13056805314381686,0.8660287081339713,1.0,0.026583960678095833,0.1665654693654939,0.09457063692213984,0.1345491585523843,0.3077972605401834,0.58047578426634
alpha158__kbar_upper_shadow_ratio,trend,alpha_core,0.09120192506282414,0.14557474467526457,0.1628655317778555,0.8603603603603603,0.75,0.026058462313254024,0.20759150379392102,0.11813955976179003,0.11915683902019249,0.13176341213041828,0.16766096811631945
alpha191__alpha007,trend,alpha_core,0.06606019971620411,0.18542222356369586,-0.02685795056481856,0.8584474885844748,0.5,0.019785209180282287,-0.011324176182448567,-0.04239172494718855,0.18124164464053913,0.35315922627703344,0.045161462389304116
alpha191__alpha061,trend,alpha_core,0.08258158965153269,0.4467629504622,0.17505116123009634,0.8583333333333333,1.0,0.033208625848609424,0.21858057866151634,0.13152174379867634,0.13790188331711695,0.33257098695030046,0.6042498187046772
alpha191__alpha118,trend,alpha_core,0.10069204455654666,0.2583884960988322,0.20226523341507774,0.8571428571428571,1.0,0.03667053547495931,0.25493409462672817,0.1495963722034273,0.08873864769452526,0.18881490934837292,0.4019511648913423
alpha191__alpha079,trend,alpha_core,0.09412589349424177,0.662167048430756,0.16554566258327927,0.8552036199095022,1.0,0.03800883798551713,0.20729599752589972,0.12379532764065883,0.3188329934064297,0.5435348237118202,0.7844827263374787
alpha158__price_range_position_20,trend,alpha_core,0.0802486206046083,0.6232496274934455,0.11190050283115009,0.8472906403940886,1.0,0.029938545428080818,0.14677184168698557,0.07702916397531462,0.3426191011237864,0.5326589273958976,0.7213136989056679
alpha158__ma_60_ratio,trend,alpha_core,0.11204969675649354,0.38595552925082693,0.22018089273345634,0.8466257668711656,0.75,0.04723475232268566,0.27309950999578436,0.16726227547112832,0.14394592940949003,0.28846871769380794,0.5592517537302997
alpha158__price_range_position_30,trend,alpha_core,0.09003227962659269,0.5501215366037847,0.1333384834188886,0.844559585492228,1.0,0.03295583878319097,0.17355797582677324,0.09311899101100396,0.2838467970703587,0.4596114652014925,0.664049747201872
alpha191__alpha094,trend,alpha_core,0.08535785919378992,0.197859918415393,0.18168496319858052,0.844559585492228,0.75,0.03388256455088061,0.22642603353834603,0.136943892858815,0.08576442652868563,0.1508877451061964,0.28374472792448757
alpha191__alpha112,trend,alpha_core,0.07640457582036918,0.5461344745147778,0.1290809441186506,0.8428571428571429,1.0,0.030574366251031743,0.162826040762097,0.09533584747520418,0.2206660717356578,0.41569636215904754,0.8071221134155588
alpha191__alpha110,trend,alpha_core,0.09086443854555719,0.35906708925604225,0.17221590937217152,0.8366336633663366,1.0,0.03376472310165224,0.21704364044699864,0.12738817829734442,0.13447101164864061,0.26745124371285117,0.5309292563659478
alpha191__alpha084,trend,alpha_core,0.07826731878147865,0.2786746141597885,0.170032800398222,0.8226600985221675,0.75,0.028907188799876166,0.21203510041273588,0.12803050038370814,0.12149448835243697,0.2131986768064859,0.4013844367241066
alpha191__alpha057,trend,alpha_core,0.06818904646074113,0.6625878304827206,0.0936444457679073,0.822429906542056,1.0,0.02532309353076223,0.11878595029522589,0.06850294124058871,0.1827557752490641,0.4710692189731837,0.7827786324160846
alpha191__alpha096,trend,alpha_core,0.06689936580838182,0.46593504937628527,0.09412533961121879,0.822429906542056,1.0,0.024445935694696122,0.12488312354818507,0.06336755567425251,0.05350130693452171,0.25773815105109193,0.7648557862392094
alpha191__alpha124,trend,alpha_core,0.04552849333360432,0.16261015760927414,-0.028386060983134377,0.8177083333333334,0.5,0.01749343149979811,-0.01873751113234246,-0.03803461083392629,0.09033248480479415,0.13956553061604796,0.1877797857698674
alpha158__volume_std_30,trend,alpha_core,0.045421588517554956,0.08488671989766426,0.10662143260971678,0.8177083333333334,0.75,0.020236310282243042,0.13082734393891185,0.08241552128052171,-0.00017352731977764708,0.048712524458836094,0.1536193332659191
alpha191__alpha069,trend,alpha_core,0.08288515444244217,0.2759096888292458,0.16922585680229787,0.8168316831683168,1.0,0.03133481930008791,0.2123033359582399,0.12614837764635584,0.014027578658617429,0.1808864033924329,0.4400571321023882
alpha191__alpha053,trend,alpha_core,0.050361583761990084,0.3766784459234569,0.08927182442400419,0.8151658767772512,1.0,0.01831547365849588,0.11256686312779068,0.06597678572021771,0.19804876254894246,0.30631964254952915,0.5056435342440136
alpha191__alpha068,trend,alpha_core,0.06831537148472552,0.5661474540539995,0.12774103131432918,0.8144796380090498,1.0,0.025758210514345403,0.15670296782114376,0.09877909480751461,0.18258870713396572,0.4543106454197707,0.6390231026704895
alpha191__alpha043,trend,alpha_core,0.06806861107988271,0.6260906100884619,0.12962895643681532,0.8110599078341014,0.75,0.026379431236664586,0.15401642774853225,0.1052414851250984,0.17873030750221805,0.43814661130191207,0.5433521152320144
alpha191__alpha151,trend,alpha_core,0.07654181729859452,0.03261494913479743,0.17242654983049505,0.806930693069307,1.0,0.031524211945182595,0.21422611800678554,0.13062698165420455,-0.03140310607276972,-0.008267330582319122,0.17735249132506922
alpha191__alpha027,trend,alpha_core,0.08957732655651057,0.3879301751293926,0.19317448504200413,0.8055555555555556,0.75,0.038547990156630074,0.23958513071319415,0.14676383937081408,0.007529266408152168,0.19530578839001425,0.7160135509810064
alpha158__kbar_lower_shadow_ratio,trend,alpha_core,0.07290462666253722,0.07757228252269119,0.12337702913821694,0.8018018018018018,0.75,0.02158968930709186,0.1530182370150471,0.09373582126138676,-0.04531310210973235,0.05352012370180366,0.11441466014891907
alpha191__alpha063,trend,alpha_core,0.07785326234029444,0.7619676601706994,0.1330162088068225,0.8009049773755657,1.0,0.03094481089357158,0.163760508035397,0.10227190957824801,0.3268833100973183,0.6489275997655701,0.7796218686991131
alpha191__alpha078,trend,alpha_core,0.07264776696517045,0.7687327471378057,0.12101582520367196,0.8,1.0,0.028540982780996593,0.14851586764939217,0.09351578275795173,0.3063466431644578,0.6437318233611866,0.7552930190043711
alpha191__alpha167,trend,alpha_core,0.06800561951953653,0.18450581093133855,0.23761770142975303,0.8,1.0,0.02661686674674657,0.28225578798945256,0.1929796148700535,0.034927343270433,0.11632818957814785,0.36088532055892925
alpha158__return_mean_10,trend,alpha_core,0.07686696852202532,0.5990050272446077,0.14810291008384205,0.7971698113207547,0.75,0.03367744653587067,0.17936441445209214,0.11684140571559197,0.22267753196381374,0.43918148561421805,0.998114082821447
alpha191__alpha024,trend,alpha_core,0.07305568641967279,0.568903041785628,0.1379541815680937,0.7880184331797235,1.0,0.0291282398589523,0.1720728095914562,0.10383555354473119,0.0459554330454081,0.2857689190993423,0.8063374917988271
alpha191__alpha122,trend,alpha_core,0.06911897171278258,0.09651287617472719,0.1508389805218766,0.7873303167420814,0.75,0.031016203308909848,0.18706362200267052,0.11461433904108269,-0.025021100810520922,0.01879560135043761,0.3376342589677983
alpha191__alpha135,trend,alpha_core,0.07461084306280469,0.07623931194600504,0.17942948227352212,0.784688995215311,0.75,0.033568713866516844,0.22391273540584647,0.13494622914119775,-0.05543614925983009,-0.008107986279202999,0.354448365450097
alpha158__ret_10,trend,alpha_core,0.07070237352917727,0.6061980861360079,0.13871871380320214,0.7830188679245284,0.75,0.03164112687403252,0.1668009525599408,0.1106364750464635,0.22828224159804578,0.4464438099982432,0.9999945832946084
_root__risk_adjusted_momentum,trend,alpha_core,0.07792111282161841,0.40883493849875696,0.16364477805111233,0.7821782178217822,1.0,0.03248124942664138,0.20440781976427794,0.12288173633794669,0.15902724731875043,0.3059367284981892,0.6001459991686066
alpha158__return_mean_30,trend,alpha_core,0.08725959600596572,0.2817463444200579,0.20834911596075825,0.78125,0.75,0.04150631456817541,0.2537785179317138,0.1629197139898027,0.09665910545901224,0.20438966966934033,0.4378420374311258
alpha191__alpha134,trend,alpha_core,0.06552792183186971,0.5128891461996268,0.14254437641379702,0.780952380952381,0.75,0.029588668660764733,0.17292367850923288,0.11216507431836116,0.19675458674583174,0.3852811765164956,0.7970586229426404
alpha158__price_range_position_10,trend,alpha_core,0.06435717354361795,0.7326131124774846,0.08190617453242355,0.7793427230046949,1.0,0.02400603106936998,0.10217302038493546,0.06163932867991162,0.4543382813583457,0.6580722120280089,0.6875174597904653
alpha191__alpha074,trend,alpha_core,0.041553926892619046,0.12149794087107019,0.12082115405431143,0.7784810126582279,1.0,0.01659298115843559,0.15057561982738824,0.09106668828123461,0.027721842599715205,0.08586826333606692,0.1889095148887124
alpha191__alpha031,trend,alpha_core,0.06862522873926269,0.8133202219859988,0.1283319277172985,0.7772511848341233,0.75,0.030385403576602146,0.1508016628263627,0.10586219260823432,0.28662562418504106,0.6415028995148786,0.876335147014639
alpha191__alpha040,trend,alpha_core,0.07055050278565786,0.2756893634044609,0.15530921054614044,0.7766497461928934,1.0,0.029342182910414738,0.19592765325042727,0.11469076784185361,0.08575049589536235,0.20585105511354887,0.3950195375166463
alpha191__alpha186,trend,alpha_core,0.05949189880063818,0.05395534853485041,0.07193922055140621,0.7766497461928934,1.0,0.019015318336516804,0.09971590489466743,0.04416253620814498,-0.0049298559829778,0.0173718104383619,0.17726860158763094
alpha191__alpha071,trend,alpha_core,0.07497481492890216,0.6185513320502074,0.17107394555474081,0.7738693467336684,0.75,0.03449114515023942,0.20709858812569884,0.13504930298378282,0.2540087226338601,0.47920745931017633,0.8303157583315713
alpha158__ma_20_ratio,trend,alpha_core,0.07565748263612071,0.6755630096120406,0.15986034286172177,0.7733990147783252,0.75,0.03393698770456119,0.19315497178659494,0.1265657139368486,0.2850696233946849,0.5286569931805337,0.8750142689853961
alpha191__alpha059,trend,alpha_core,0.061526431492621964,0.3444919666985427,0.16525679911823896,0.7722772277227723,1.0,0.026595463095272373,0.20164382581070256,0.12886977242577535,0.1356490993129092,0.25768844262035145,0.5066962943787446
alpha158__ma_30_ratio,trend,alpha_core,0.07522587838347233,0.5510650051218432,0.18518856166126652,0.772020725388601,0.75,0.035974875450630675,0.22355096071663844,0.14682616260589457,0.22021484761364873,0.4225782311437219,0.7645180274214335
alpha158__ma_10_ratio,trend,alpha_core,0.060544812411114646,0.8845875428881769,0.12094930454963324,0.7699530516431925,0.75,0.02763722165626338,0.1371270163802647,0.10477159271900177,0.42754611738756465,0.7445160542557683,0.7724037959157674
alpha191__alpha058,trend,alpha_core,0.04905706453667575,0.29409445513005567,0.10300016842216578,0.7684729064039408,1.0,0.018789044526452192,0.12942131842192772,0.07657901842240385,0.15048909155038673,0.23718794818526553,0.38622050816335896
_root__momentum_factor,trend,alpha_core,0.06755765800211971,0.38875277854538975,0.17945011402470873,0.7673267326732673,0.75,0.03201164468486799,0.21569576656440717,0.14320446148501026,0.13846702179430417,0.28337972889429996,0.605783608280747
alpha191__alpha088,trend,alpha_core,0.06755765800211971,0.38875277854538975,0.17945011402470873,0.7673267326732673,0.75,0.03201164468486799,0.21569576656440717,0.14320446148501026,0.13846702179430417,0.28337972889429996,0.605783608280747
alpha158__ret_20,trend,alpha_core,0.06745518563687743,0.3884091503957445,0.1795322069447457,0.7673267326732673,0.75,0.03208722058211318,0.21569334448812413,0.14337106940136723,0.13835184579811505,0.2831177729951951,0.6053330544123585
alpha158__ret_30,trend,alpha_core,0.07637400924910247,0.29243495722837837,0.1940113822705614,0.765625,0.75,0.038490054293376985,0.23399835737847713,0.15402440716264565,0.10315679633959123,0.2138818200865198,0.44911531436384017
alpha191__alpha052,trend,alpha_core,0.09255762865255228,0.3284240660404301,0.18400492719998263,0.7653061224489796,1.0,0.03886268852615832,0.23344792498811567,0.13456192941184955,0.08215489413682135,0.23502706032884169,0.4985711099290683
alpha191__alpha089,trend,alpha_core,0.05130030411996744,0.5910468515218945,0.09439323656088822,0.7647058823529411,0.75,0.020802938256291967,0.11330756611497164,0.07547890700680478,0.1338257620480355,0.3940157658440809,0.7650141354759963
alpha158__return_mean_20,trend,alpha_core,0.07643902104884263,0.3786851280516782,0.19145202651994447,0.7623762376237624,0.75,0.0351357105057247,0.23213729393893065,0.1507667591009583,0.13237924025138154,0.2746790808279542,0.5961843221023342
alpha191__alpha055,trend,alpha_core,0.07451608987070599,0.33010470875995607,0.17113587663286153,0.7623762376237624,1.0,0.03140507774186173,0.21176175061151212,0.13051000265421095,0.06953319261472811,0.22803065432748484,0.5240627611387172
alpha158__volume_std_20,trend,alpha_core,0.043001600025833524,0.12539065999729324,0.10948236241208414,0.7623762376237624,1.0,0.016273671243952723,0.13123032881362598,0.08773439601054231,0.007722215836657981,0.07654839918463603,0.21803072462831533
alpha158__volume_std_10,trend,alpha_core,0.040596585353597094,0.22621975240607906,0.10054270902582685,0.7594339622641509,1.0,0.018475892943986563,0.11713295422195472,0.08395246382969898,0.03661295780125874,0.1473252183777117,0.38424832827543914
alpha191__alpha023,trend,alpha_core,0.056621932030701476,0.3861613971814282,0.0888531915935618,0.7586206896551724,1.0,0.021914159031070232,0.11402542614109967,0.06368095704602392,0.15868948146470974,0.32327858022134265,0.426994794805134
alpha191__alpha028,trend,alpha_core,0.05519037804491232,0.7604955475634061,0.07270304624614041,0.7570093457943925,1.0,0.021027934115309246,0.0856122401567638,0.059793852335517,0.29828462086720914,0.6287364461567407,0.6344762513422212
alpha191__alpha009,trend,alpha_core,0.05343002334951689,0.6556630327475095,0.10292240078703924,0.755656108597285,1.0,0.02057410163319104,0.12064025289170054,0.08520454868237794,0.28769501374910905,0.6103117876494766,0.5467170575630473
alpha191__alpha021,trend,alpha_core,0.06432247869309486,0.46489602116375334,0.11057808795617596,0.7547169811320755,0.75,0.024698351106183167,0.13919235075655711,0.0819638251557948,0.0012589807370328972,0.1848454166667442,0.7781541387778464
alpha191__alpha019,trend,alpha_core,0.05770321296914922,0.8350101791095912,0.1178118646399057,0.7546296296296297,0.75,0.026148944244566485,0.1347331448830164,0.10089058439679498,0.22949888436488475,0.5742529118152407,0.6968704235999507
alpha191__alpha020,trend,alpha_core,0.057675351581402634,0.8349900017073273,0.11779648649201192,0.7546296296296297,0.75,0.026148944244566485,0.13469992035730824,0.1008930526267156,0.22946172567171974,0.5742163620898706,0.6968557525145318
alpha191__alpha029,trend,alpha_core,0.057172683479880956,0.8340589723129506,0.11825146324385753,0.75,0.75,0.02609248515868358,0.13489648189361111,0.10160644459410395,0.23031488293060795,0.5744299807286397,0.6955975614201234
alpha191__alpha116,trend,alpha_core,0.0687876996831085,0.23948752458036285,0.15030308516910962,0.7487684729064039,1.0,0.027614700698554484,0.1939017049042203,0.10670446543399895,0.00882179965986486,0.11348964880316886,0.5701466349985445
alpha191__alpha133,trend,alpha_core,0.051055997915049264,0.28643039580100405,0.1296944121508963,0.7487684729064039,1.0,0.022351654988528882,0.16304993540897822,0.09633888889281439,0.0478775640100549,0.17834148235954722,0.49172093423421653
alpha191__alpha070,trend,alpha_core,0.07124567957680247,0.14061628443747945,0.2580637685744667,0.7465437788018433,0.75,0.02886650039180312,0.303825000266773,0.21230253688216047,-0.02245118616300403,0.05760142227222187,0.2778595950145947
alpha191__alpha172,trend,alpha_core,0.052833570062452,0.10753700044434307,0.06660055618704355,0.7438423645320197,1.0,0.017985758225628715,0.08801549028750161,0.0451856220865855,-0.002302323459148103,0.04261379272352173,0.25505555462418417
alpha191__alpha106,trend,alpha_core,0.07140857101407722,0.3659518950502174,0.17487739312453993,0.7425742574257426,1.0,0.030660473321700188,0.2152341554873361,0.13452063076174378,0.13076919390838185,0.26611280544477534,0.5652023208418073
alpha158__return_mean_5,trend,alpha_core,0.05401197993900092,0.9989694262866611,0.11864438265688462,0.7419354838709677,0.75,0.025316009614480134,0.13212162843720532,0.10516713687656393,0.34274533022716946,0.6925922427242694,0.6107725528291001
alpha158__ret_5,trend,alpha_core,0.05047635708659529,0.9999932139524343,0.1123958134046408,0.7419354838709677,0.75,0.024205168931978466,0.12398566985735664,0.10080595695192496,0.34676232679822144,0.6960215189625317,0.6065912152948145
alpha191__alpha003,trend,alpha_core,0.046232219492308296,0.7215681478707991,0.11348725755192499,0.7419354838709677,0.5,0.02055064025188552,0.1273418079346267,0.09963270716922325,0.28301773949023723,0.5282668120380514,0.5555408956866654
alpha191__alpha177,trend,alpha_core,0.04379972310305982,0.3143484198726157,0.12032694606586622,0.7389162561576355,1.0,0.024182326923240946,0.14998459616990448,0.09066929596182798,0.06865391367403134,0.21095215114933483,0.4875694005651009
alpha191__alpha018,trend,alpha_core,0.050328108533593,0.9999931044316236,0.11236166776119433,0.7373271889400922,0.75,0.023817865065410657,0.1239123910853121,0.10081094443707656,0.34676826001594774,0.6961308341212027,0.606393885536394
alpha191__alpha179,trend,alpha_core,0.03419783726377931,0.1707757394830264,0.07700137966635366,0.7345679012345679,1.0,0.013214398066755381,0.09728885862258282,0.056713900710124505,0.08957351073721631,0.14017200550383793,0.22893009918379095
alpha191__alpha014,trend,alpha_core,0.05429611402207853,0.9268503652821154,0.1131916812055263,0.7327188940092166,0.75,0.02281733465671419,0.12848649703631487,0.09789686537473774,0.32271729000774785,0.6443350019308288,0.5594531724329527
alpha191__alpha174,trend,alpha_core,0.053462409087619636,0.0038230074351791564,0.18263245090917024,0.7241379310344828,1.0,0.015355037718419492,0.22029453864017037,0.1449703631781701,0.007889399088193572,0.004823992093166157,0.008223925575138789
alpha191__alpha187,trend,alpha_core,0.05520993401674961,0.045880679490787106,0.22658372604010807,0.7227722772277227,1.0,0.0223322326518514,0.267198165972144,0.18596928610807212,-0.050687325360010166,0.004660821420686193,0.14064630197731265
alpha191__alpha147,trend,alpha_core,0.05704819124181132,0.09546120789001318,0.1365272449461936,0.72,1.0,0.02388509873596034,0.17692813650694159,0.09612635338544558,-0.023678525710087578,0.014809558882330685,0.4204931661292558
alpha191__alpha191,trend,alpha_core,0.03365011385953723,0.15523499956501027,0.051023089816205354,0.7135678391959799,1.0,0.011568049793884302,0.06936139474713729,0.03268478488527342,-0.030034919691439045,0.0914980185670271,0.11422790810211625
alpha191__alpha036,trend,alpha_core,0.03599212454704155,0.13639681477575302,0.10231191881611354,0.7129629629629629,1.0,0.014595283814019644,0.12389983887517836,0.08072399875704872,0.0033442330312967246,0.09791893526492734,0.2184254499432774
alpha101__alpha028,trend,alpha_core,0.03364370762348049,0.15408318068001625,0.051264371700666736,0.7121212121212122,1.0,0.011658231725715687,0.06948601359221869,0.033042729809114775,-0.030276656313403875,0.09097035677901776,0.11264831082733257
alpha191__alpha109,trend,alpha_core,0.039456238823820766,0.49881397166636426,0.12001089115331738,0.7058823529411765,1.0,0.02057700912880507,0.13885256031029475,0.10116922199634001,0.1291391101424355,0.36340836812245353,0.5718662145592553
alpha191__alpha066,trend,alpha_core,0.04538641947051955,0.8639495228990829,0.09913271091899745,0.7050691244239631,0.5,0.021924239532006645,0.10756211814931865,0.09070330368867625,0.5744536802188455,0.9010311825417129,0.5339079286796343
alpha158__volume_position_30,trend,alpha_core,0.04339648257051606,0.4404769890743886,0.14395111207844966,0.7046632124352331,1.0,0.021531334196430787,0.16420237945522753,0.12369984470167178,0.20399791004061593,0.38865296607841676,0.4669842303461386
alpha158__volume_position_20,trend,alpha_core,0.03644941847171213,0.4648997830681107,0.11867868563592243,0.7044334975369458,0.75,0.01845590028399237,0.13240322183147546,0.10495414944036939,0.23574542500358267,0.4246295384523925,0.4560451268589285
alpha158__volume_ma_20_ratio,trend,alpha_core,0.03140101175345012,0.5057840036298966,0.10509449763414917,0.6995073891625616,0.75,0.017201586700856156,0.11496755553044277,0.09522143973785557,0.23715739396689867,0.4461316031823863,0.5055588454409753
alpha158__ret_4,trend,alpha_core,0.04493608911049961,0.8438573456480392,0.10410187397556928,0.6926605504587156,0.5,0.022640611819229328,0.11259586001291073,0.09560788793822783,0.4025712677104643,0.8105546485344601,0.5291002299593909
alpha191__alpha154,trend,alpha_core,0.029628634103002635,0.033694802268289734,0.03910758306924848,0.6923076923076923,0.5,-0.0058275196006152274,0.05710305068993688,0.02111211544856008,-0.009171420211590285,0.009320973905695149,0.1252913593749791
alpha158__volume_ma_30_ratio,trend,alpha_core,0.03273036272503231,0.47325481511478146,0.12751752370409764,0.6839378238341969,0.75,0.01808021182272246,0.1421946729012608,0.11284037450693447,0.20747701673987304,0.4061133354810165,0.519833765886275
alpha191__alpha137,trend,alpha_core,0.03631099883516009,0.4615153400256681,0.08118572192210985,0.6832579185520362,0.75,0.017001877492509324,0.09160857022349658,0.07076287362072312,0.7332892505409411,0.636158313411534,0.3097406972712955
alpha191__alpha064,trend,alpha_core,0.02154188019771939,0.14105430133872415,0.08531972795449297,0.6802721088435374,1.0,0.010263460391150295,0.10044875238261325,0.0701907035263727,0.007997790292353818,0.08312194394355185,0.19130128144058223
alpha191__alpha162,trend,alpha_core,0.03831704840296368,0.6798554552877053,0.04388128865479925,0.6761904761904762,1.0,0.014423029502290671,0.05003053498447597,0.03773204232512253,0.5054529560416915,0.6727665436114306,0.521007403102448
